po_number,deal_id_x,order_created,total_deal_quantity,amount_in_company_currency,client_type_x,deal_type_x,special_order_type,deal_stage,automation_tools,revisions,deal_source_ca,number_of_associated_contacts,design_difficulty,SKU,chassis,total_intl_product_quantity,mfp_product_info,vendor_id,est_ship_date,submitted_to_prod,client_type_y,deal_type_y,deal_id_y,Total SKU DZ on PO,intl_unit_cost,fixed_intl_pkg_cost,total_intl_unit_cost_dont_use,total_intl_sku_cost,cost_per_sku,total_sku_cost,gross_margin
24435,7806995079,2/3/2022,60.0,570.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,High Res Preview,10.0276241v1,10.0,0.0,2.0,1.0,,2022-02-10,,,,5.0,,,0.0,0.0,2.56,184.32,0.6766315789473685
24436,7635904806,1/19/2022,60.0,678.0,Wholesale,Existing Business,,Closed and Won,,,,1,Medium ,10.0273589v2,10.0,0.0,2.0,4.0,,2022-02-10,,,,5.0,,,0.0,0.0,2.58,185.76,0.7260176991150442
24437,7846486164,2/7/2022,120.0,1534.83,Direct,Existing Business,,Closed and Won,Intake 2.0 Edward,,,1,Low ,10.0277307v1,10.0,0.0,2.0,3.0,,2022-02-10,,,,10.0,,,0.0,0.0,2.58,340.56,0.7781122339281875
24438,7848324428,2/7/2022,450.0,3649.5,Distributor,Existing Business,,Closed and Won,,,Client Referral,4,Not Rated,10.0276721v1,10.0,0.0,2.0,1.0,,2022-02-10,,,,38.0,,,0.0,0.0,1.96,940.8,0.7422112618166872
24439,7808809351,2/3/2022,250.0,1910.0,Distributor,Existing Business,,Payment Pending,,,Client Referral,3,Not Rated,10.0275876v3,10.0,0.0,2.0,3.0,,2022-02-16,,,,21.0,,,0.0,0.0,2.41,636.24,0.666890052356021
24440,7859073118,2/8/2022,60.0,678.0,Distributor,Existing Business,,Closed and Won,,,CommonSku,4,High Res Preview,10.0276921v1,10.0,0.0,2.0,4.0,,2022-02-10,,,,5.0,,,0.0,0.0,2.58,185.76,0.7260176991150442
24441,7854956186,2/8/2022,60.0,660.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated,10.0277065v2,10.0,0.0,2.0,1.0,,2022-02-10,,,,5.0,,,0.0,0.0,2.56,184.32,0.7207272727272728
24443,7846904178,2/7/2022,500.0,3540.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,Low ,10.0277057v1,10.0,0.0,2.0,1.0,,2022-02-10,,,,42.0,,,0.0,0.0,1.96,1011.36,0.7143050847457627
24444,7876895156,2/10/2022,305.0,2330.2,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.0233994v1,10.0,0.0,2.0,4.0,,2022-02-10,,,,26.0,,,0.0,0.0,2.41,780.84,0.6649043000600806
24445,7725479697,1/26/2022,250.0,1910.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,High Res Preview,10.0273889v1,10.0,0.0,2.0,3.0,,2022-02-10,,,,21.0,,,0.0,0.0,2.41,636.24,0.666890052356021
24447,7801101239,2/2/2022,150.0,1597.85,Wholesale,New Business,,Closed and Won,,,,2,High Res Preview,10.0275749v2,10.0,0.0,2.0,4.0,,2022-02-10,,,,14.0,,,0.0,0.0,2.58,495.36,0.6899834152141939
24448,7687384174,1/24/2022,480.0,3528.0,Distributor,Existing Business,,Closed and Won,,,Offline Sources,2,High Res Preview,10.0274543v1,10.0,0.0,2.0,1.0,,2022-02-10,,,,40.0,,,0.0,0.0,1.96,987.84,0.72
24449,7878439455,2/10/2022,120.0,1631.89,Direct,Existing Business,,Closed and Won,Reorder Button,,,1,,10.0261947v4,10.0,0.0,2.0,1.0,,2022-02-10,,,,10.0,,,0.0,0.0,2.23,294.36,0.8196201949886329
24450,7819335520,2/4/2022,240.0,2892.0,Direct,New Business,,Closed and Won,Intake 2.0 Edward,,,2,Medium ,10.0276756v3,10.0,0.0,2.0,3.0,,2022-02-10,,,,20.0,,,0.0,0.0,2.58,681.12,0.7644813278008299
24451,7571986821,1/16/2022,60.0,814.2,Direct,New Business,,Closed and Won,Intake 2.0 Edward,,,1,Low ,10.0272347v1,10.0,0.0,2.0,4.0,,2022-02-10,,,,5.0,,,0.0,0.0,2.58,185.76,0.7718496683861459
24452,7789728845,2/1/2022,927.0,6799.97,Distributor,New Business,,Closed and Won,,,,1,Low ,46.0276910v2,46.0,0.0,113.0,1.0,,2022-02-10,,,,78.0,,,0.0,0.0,1.79,1696.92,0.7504518402287069
24453,7850326662,2/8/2022,120.0,1513.35,Direct,New Business,,Closed and Won,Intake 2.0 Edward,,,1,High Res Preview,10.0277367v1,10.0,0.0,2.0,3.0,,2022-02-11,,,,10.0,,,0.0,0.0,2.58,340.56,0.7749628308058282
24454,7613049181,1/18/2022,60.0,925.56,Direct,New Business,,Closed and Won,,,,1,Not Rated,10.0277564v1,10.0,0.0,2.0,4.0,,2022-02-10,,,,5.0,,,0.0,0.0,2.58,185.76,0.7992998833138857
24455,7404809630,1/3/2022,120.0,1290.0,Distributor,Existing Business,,Closed and Won,Intake 2.0 Edward,,,2,Low ,10.0276949v2,10.0,0.0,2.0,4.0,,2022-02-11,,,,10.0,,,0.0,0.0,2.58,371.52,0.712
24457,7846650454,2/7/2022,120.0,937.2,Distributor,New Business,,Closed and Won,,,Event in the Past Year,2,Low ,17.0276943v1,17.0,0.0,9.0,3.0,,2022-02-11,,,,10.0,,,0.0,0.0,2.58,340.56,0.6366197183098592
24458,7746716305,1/27/2022,240.0,1833.6,Distributor,Existing Business,,Closed and Won,,,,3,High Res Preview,10.0275355v3,10.0,0.0,2.0,3.0,,2022-02-11,,,,20.0,,,0.0,0.0,2.41,607.32,0.6687827225130889
24459,7687617148,1/24/2022,1200.0,7008.0,Distributor,New Business,,Closed and Won,,,,1,Low ,17.0273914v3,17.0,0.0,9.0,3.0,,2022-02-10,,,,100.0,,,0.0,0.0,1.91,2314.92,0.6696746575342466
24460,7748400905,1/27/2022,500.0,5160.11,Direct,New Business,,Closed and Won,,,,2,Low ,10.0274648v1,10.0,0.0,2.0,1.0,,2022-02-11,,,,42.0,,,0.0,0.0,1.96,1011.36,0.8040041782055034
24461,7868987042,2/9/2022,60.0,660.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated,10.0277532v1,10.0,0.0,2.0,4.0,,2022-02-10,,,,5.0,,,0.0,0.0,2.58,185.76,0.7185454545454546
24462,7858258002,2/8/2022,1211.0,8778.3,Direct,Existing Business,,Closed and Won,Intake 2.0 Edward,,,2,Not Rated,10.024022v2,10.0,0.0,2.0,1.0,,2022-02-11,,,,101.0,,,0.0,0.0,1.71,2093.04,0.7615665903420935
24463,7880983944,2/10/2022,200.0,2100.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,,5,,10.0228390v1,10.0,0.0,2.0,1.0,,2022-02-11,,,,18.0,,,0.0,0.0,2.56,614.4,0.7074285714285714
24464,7881091735,2/10/2022,160.0,1369.6,Distributor,Existing Business,,Closed and Won,Reorder Button,,Client Referral,3,,10.0236680v1,10.0,0.0,2.0,4.0,,2022-02-11,,,,14.0,,,0.0,0.0,2.41,433.8,0.6832651869158879
24465,7744888360,1/27/2022,100.0,1614.3,Direct,New Business,,Closed and Won,,,,1,Medium ,17.0277330v1,17.0,0.0,9.0,4.0,,2022-02-11,,,,9.0,,,0.0,0.0,2.58,309.6,0.8082140866010035
24466,7656715123,1/21/2022,500.0,5160.0,Direct,Existing Business,,Closed and Won,Reorder Button,,,1,High Res Preview,10.0273403v1,10.0,0.0,2.0,1.0,,2022-02-11,,,,42.0,,,0.0,0.0,1.96,1034.88,0.7994418604651162
24467,6768322727,10/27/2021,120.0,1260.0,Distributor,Existing Business,,Closed and Won,,,,1,High Res Preview,10.0260838v1,10.0,0.0,2.0,4.0,,2022-02-11,,,,10.0,,,0.0,0.0,2.58,371.52,0.7051428571428572
24468,7880381527,2/10/2022,250.0,1910.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.0234032v1,10.0,0.0,2.0,4.0,,2022-02-16,,,,21.0,,,0.0,0.0,2.41,636.24,0.666890052356021
24469,7797692290,2/2/2022,1300.0,7917.0,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,3,High Res Preview,10.0276164v2,10.0,0.0,2.0,3.0,,2022-02-11,,,,109.0,,,0.0,0.0,1.91,2521.2,0.6815460401667298
24470,7775170357,1/31/2022,1670.0,10868.0,Distributor,Existing Business,,Closed and Won,,,,1,Medium ,10.0277756v1,10.0,0.0,2.0,3.0,,2022-02-11,,,,140.0,,,0.0,0.0,1.91,3254.64,0.7005299963194701
24471,7866120467,2/9/2022,600.0,4098.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,High Res Preview,40.0277423v1,40.0,0.0,18.0,3.0,,2022-02-14,,,,50.0,,,0.0,0.0,2.24,1370.88,0.6654758418740849
24472,7496855118,1/12/2022,60.0,660.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,High Res Preview,10.0272782v1,10.0,0.0,2.0,4.0,,2022-02-14,,,,5.0,,,0.0,0.0,2.58,185.76,0.7185454545454546
24473,7822674244,2/4/2022,752.0,5013.43,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Low ,10.0277220v2,10.0,0.0,2.0,3.0,,2022-02-15,,,,63.0,,,0.0,0.0,2.41,1879.8,0.6250471234264765
24474,7878131348,2/10/2022,60.0,660.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated,10.0277765v1,10.0,0.0,2.0,4.0,,2022-02-11,,,,5.0,,,0.0,0.0,2.58,185.76,0.7185454545454546
24475,7887342396,2/11/2022,250.0,1797.5,Distributor,Existing Business,,Closed and Won,Reorder Button,,,1,,10.0216520v3,10.0,0.0,2.0,4.0,,2022-02-11,,,,21.0,,,0.0,0.0,2.41,636.24,0.6460417246175243
24476,7846793876,2/7/2022,150.0,1284.0,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,5,High Res Preview,10.0277314v1,10.0,0.0,2.0,4.0,,2022-02-11,,,,13.0,,,0.0,0.0,2.41,404.88,0.6846728971962617
24478,7864892086,2/9/2022,120.0,1446.0,Direct,New Business,,Closed and Won,Knitted Mockup Tool,,,1,Knitted Mockup Tool,10.0276885v2,10.0,0.0,2.0,4.0,,2022-02-14,,,,10.0,,,0.0,0.0,2.58,340.56,0.7644813278008299
24479,7853253980,2/8/2022,300.0,2292.0,Distributor,New Business,,Closed and Won,,,Event in the Past Year,2,High Res Preview,40.0277251v1,40.0,0.0,18.0,3.0,,2022-02-11,,,,25.0,,,0.0,0.0,2.49,776.88,0.6610471204188482
24480,7853248159,2/8/2022,250.0,1972.5,Distributor,Existing Business,,Closed and Won,,,CommonSku,5,,10.0276696v1,10.0,0.0,2.0,1.0,,2022-02-24,,,,21.0,,,0.0,0.0,1.96,517.44,0.7376730038022813
24481,7888322436,2/11/2022,120.0,1027.2,Distributor,Existing Business,,Closed and Won,Reorder Button,,Client Referral,3,,10.0238218v1,10.0,0.0,2.0,1.0,,2022-02-11,,,,10.0,,,0.0,0.0,2.23,294.36,0.7134345794392524
24482,7700411308,1/25/2022,120.0,907.2,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Not Rated,40.0273702v1,40.0,0.0,18.0,1.0,,2022-02-11,,,,10.0,,,0.0,0.0,2.23,294.36,0.6755291005291005
24483,7888316059,2/11/2022,240.0,1893.6,Distributor,Existing Business,,Closed and Won,Reorder Button,,,2,,10.0224678v1,10.0,0.0,2.0,1.0,,2022-02-11,,,,20.0,,,0.0,0.0,1.96,493.92,0.7391634980988593
24484,7888888235,2/11/2022,300.0,2292.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,2,,10.0227001v1,10.0,0.0,2.0,3.0,,2022-02-14,,,,25.0,,,0.0,0.0,2.41,751.92,0.6719371727748691
24485,7865983350,2/9/2022,60.0,678.0,Distributor,New Business,,Closed and Won,,,,3,Not Rated,40.0277439v1,40.0,0.0,18.0,4.0,,2022-02-11,,,,5.0,,,0.0,0.0,2.75,198.0,0.7079646017699115
24487,7724845161,1/26/2022,120.0,1274.4,Direct,Existing Business,,Closed and Won,,,Email Marketing,2,,10.0253235v9,10.0,0.0,2.0,4.0,,2022-02-11,,,,10.0,,,0.0,0.0,2.58,340.56,0.7327683615819209
24488,7889296406,2/11/2022,500.0,3225.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,3,,10.0221824v6,10.0,0.0,2.0,4.0,,2022-02-12,,,,42.0,,,0.0,0.0,2.41,1243.56,0.6144000000000001
24489,7889311098,2/11/2022,300.0,1935.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,2,,10.0221824v6,10.0,0.0,2.0,4.0,,2022-02-12,,,,25.0,,,0.0,0.0,2.41,751.92,0.6114108527131783
24490,7879826015,2/10/2022,87.0,957.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Low ,10.0277773v3,10.0,0.0,2.0,4.0,,2022-02-12,,,,8.0,,,0.0,0.0,2.58,278.64,0.7088401253918496
24491,7811861853,2/3/2022,70.0,949.9,Direct,New Business,,Closed and Won,Intake 2.0 Edward,,,1,High Res Preview,10.0276603v1,10.0,0.0,2.0,4.0,,2022-02-14,,,,6.0,,,0.0,0.0,2.58,216.72,0.7718496683861459
24492,7795349279,2/2/2022,120.0,1323.81,Direct,New Business,,Closed and Won,Intake 2.0 Edward,,,1,High Res Preview,40.0275885v2,40.0,0.0,18.0,3.0,,2022-02-12,,,,10.0,,,0.0,0.0,2.66,351.12,0.7347655630339701
24493,7899585443,2/13/2022,60.0,660.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,Client Referral,2,,10.0269015v1,10.0,0.0,2.0,1.0,,2022-02-13,,,,5.0,,,0.0,0.0,2.56,184.32,0.7207272727272728
24494,7876740139,2/10/2022,240.0,2972.61,Direct,New Business,,Closed and Won,Intake 2.0 Edward,,,3,High ,10.0278075v2,10.0,0.0,2.0,3.0,,2022-02-13,,,,20.0,,,0.0,0.0,2.58,681.12,0.7708680250688789
24495,7881146175,2/10/2022,120.0,1326.0,Direct,New Business,,Closed and Won,Knitted Mockup Tool,,,1,High Res Preview,10.0277808v1,10.0,0.0,2.0,1.0,,2022-02-14,,,,10.0,,,0.0,0.0,2.23,294.36,0.7780090497737555
24496,7819151699,2/4/2022,174.0,1489.44,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Low ,10.0276757v2,10.0,0.0,2.0,4.0,,2022-02-15,,,,15.0,,,0.0,0.0,2.41,462.72,0.6893329036416371
24497,7888562750,2/11/2022,60.0,678.0,Distributor,Existing Business,,Closed and Won,,,,2,,10.0246123v1,10.0,0.0,2.0,3.0,,2022-02-14,,,,5.0,,,0.0,0.0,3.66,263.52,0.6113274336283187
24498,7820689922,2/4/2022,240.0,1665.6,Distributor,New Business,,Closed and Won,,,Event in the Past Year,2,Low ,40.0278094v1,40.0,0.0,18.0,1.0,,2022-02-14,,,,20.0,,,0.0,0.0,1.96,493.92,0.703458213256484
24499,7907385267,2/14/2022,510.0,0.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,Event in the Past Year,5,,10.0275638v5,10.0,0.0,2.0,3.0,,2022-02-14,,,,43.0,,,0.0,0.0,2.41,1272.48,0.0
24500,7908493586,2/14/2022,400.0,2852.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,,2,,10.0217282v1,10.0,0.0,2.0,3.0,,2022-02-14,,,,34.0,,,0.0,0.0,2.41,1012.2,0.6450911640953717
24501,7907774380,2/14/2022,360.0,2566.8,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,3,,10.0233490v1,10.0,0.0,2.0,3.0,,2022-02-14,,,,30.0,,,0.0,0.0,2.41,896.52,0.6507246376811594
24502,7908711529,2/14/2022,900.0,5805.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,,3,,10.0217371v1,10.0,0.0,2.0,1.0,,2022-02-14,,,,75.0,,,0.0,0.0,1.79,1632.48,0.718780361757106
24503,7754550303,1/28/2022,60.0,678.0,Distributor,Existing Business,,Closed and Won,,,,2,Medium ,10.0274803v2,10.0,0.0,2.0,4.0,,2022-02-14,,,,5.0,,,0.0,0.0,2.58,185.76,0.7260176991150442
24504,7820081432,2/4/2022,120.0,1200.8,Distributor,New Business,,Closed and Won,,,,1,High Res Preview,40.0278149v1,40.0,0.0,18.0,3.0,,2022-02-14,,,,10.0,,,0.0,0.0,2.66,351.12,0.7075949367088608
24506,7275877292,12/17/2021,150.0,1171.5,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,High Res Preview,10.0269165v2,10.0,0.0,2.0,1.0,,2022-02-17,,,,13.0,,,0.0,0.0,1.96,329.28,0.7189244558258643
24507,7908863233,2/14/2022,175.0,1498.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,,3,,10.0220628v1,10.0,0.0,2.0,1.0,,2022-02-14,,,,15.0,,,0.0,0.0,1.96,376.32,0.7487850467289721
24508,7908743997,2/14/2022,325.0,2483.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,,2,,10.0223208v1,10.0,0.0,2.0,3.0,,2022-02-14,,,,28.0,,,0.0,0.0,2.41,838.68,0.662231171969392
24509,7739068986,1/26/2022,900.0,6597.0,Distributor,New Business,,Closed and Won,,,Pre-Hubspot Contact,1,Low ,10.0275723v3,10.0,0.0,2.0,3.0,,2022-02-14,,,,75.0,,,0.0,0.0,2.41,2255.76,0.65806275579809
24510,7908865106,2/14/2022,720.0,4644.0,Distributor,Existing Business,,Closed and Won,Portal Order,,,1,,10.0223202v1,10.0,0.0,2.0,3.0,,2022-02-14,,,,60.0,,,0.0,0.0,1.91,1398.12,0.6989405684754523
24512,7887802171,2/11/2022,105.0,1155.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated,10.0278218v1,10.0,0.0,2.0,4.0,,2022-02-14,,,,9.0,,,0.0,0.0,2.58,309.6,0.7319480519480519
24513,7908945551,2/14/2022,60.0,660.0,Distributor,Existing Business,,Closed and Won,,,,2,,10.0276741v2,10.0,0.0,2.0,4.0,,2022-02-15,,,,5.0,,,0.0,0.0,2.58,185.76,0.7185454545454546
24514,7865621102,2/9/2022,60.0,904.2,Direct,New Business,,Closed and Won,Intake 2.0 Edward,,,1,High Res Preview,10.0277673v5,10.0,0.0,2.0,4.0,,2022-02-14,,,,5.0,,,0.0,0.0,2.58,185.76,0.7945587259455873
24515,7848220341,2/7/2022,120.0,1296.0,Direct,New Business,,Closed and Won,Intake 2.0 Edward,,,1,Low ,10.0277736v2,10.0,0.0,2.0,3.0,,2022-02-14,,,,10.0,,,0.0,0.0,2.58,340.56,0.7372222222222222
24516,7908650644,2/14/2022,120.0,1027.2,Distributor,Existing Business,,Closed and Won,,,,2,,10.0246990v1,10.0,0.0,2.0,4.0,,2022-02-14,,,,10.0,,,0.0,0.0,2.58,340.56,0.6684579439252337
24517,7304556402,12/21/2021,1500.0,8626.32,Wholesale,New Business,,Closed and Won,,,,1,Low ,10.0277366v2,10.0,0.0,2.0,3.0,,2022-02-15,,,,125.0,,,0.0,0.0,1.91,2887.92,0.6652199315583006
24518,7697409299,1/25/2022,120.0,1140.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,High Res Preview,10.0273588v1,10.0,0.0,2.0,4.0,,2022-02-15,,,,10.0,,,0.0,0.0,2.58,371.52,0.6741052631578948
24519,6884323397,11/9/2021,120.0,1495.36,Direct,New Business,,Closed and Won,Intake 2.0 Edward,,,1,High Res Preview,40.0275441v4,40.0,0.0,18.0,3.0,,2022-02-14,,,,10.0,,,0.0,0.0,2.66,351.12,0.7651936657393537
24520,7910172421,2/14/2022,450.0,3146.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,Event in the Past Year,2,,10.0272044v1,10.0,0.0,2.0,3.0,,2022-02-14,,,,38.0,,,0.0,0.0,2.41,1127.88,0.6414876033057851
24521,7753571629,1/28/2022,120.0,973.2,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,High Res Preview,10.0274778v3,10.0,0.0,2.0,3.0,,2022-02-15,,,,10.0,,,0.0,0.0,2.58,340.56,0.6500616522811344
24522,7910391136,2/14/2022,360.0,2193.8,Distributor,Existing Business,,Closed and Won,Reorder Button,,Client Referral,4,,10.0273288v1,10.0,0.0,2.0,3.0,,2022-02-14,,,,30.0,,,0.0,0.0,2.41,896.52,0.5913392287355275
24523,7420814338,1/5/2022,750.0,4837.5,Distributor,Existing Business,,Closed and Won,,,Client Referral,4,Medium ,10.0277624v1,10.0,0.0,2.0,1.0,,2022-02-15,,,,63.0,,,0.0,0.0,1.79,1374.72,0.7158201550387596
24524,7642386020,1/20/2022,998.0,6619.46,Distributor,New Business,,Closed and Won,Knitted Mockup Tool,,Client Referral,2,Knitted Mockup Tool,10.0276096v2,10.0,0.0,2.0,1.0,,2022-02-15,,,,84.0,,,0.0,0.0,1.96,1973.76,0.7018246201351772
24525,7609476984,1/18/2022,240.0,3052.65,Direct,New Business,,Closed and Won,Intake 2.0 Edward,,,2,High Res Preview,10.0272341v3,10.0,0.0,2.0,3.0,,2022-02-14,,,,20.0,,,0.0,0.0,2.58,681.12,0.7768758291975825
24526,7811254654,2/3/2022,480.0,4876.8,Direct,Existing Business,,Closed and Won,,,,1,Not Rated,10.0277150v1,10.0,0.0,2.0,3.0,,2022-04-01,,,,40.0,,,0.0,0.0,2.41,1214.64,0.7509350393700787
24527,7909974162,2/14/2022,400.0,2912.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,,10.0267252v2,10.0,0.0,2.0,3.0,,2022-02-17,,,,34.0,,,0.0,0.0,2.41,1012.2,0.6524038461538462
24528,7888358714,2/11/2022,3000.0,17160.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Not Rated,10.0278256v1,10.0,0.0,2.0,1.0,,2022-02-15,,,,250.0,,,0.0,0.0,1.71,5171.04,0.6986573426573426
24529,7908463028,2/14/2022,90.0,990.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Low ,10.0278299v1,10.0,0.0,2.0,4.0,,2022-02-14,,,,8.0,,,0.0,0.0,2.58,278.64,0.7185454545454546
24530,7677673634,1/23/2022,360.0,2566.8,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,3,High Res Preview,10.0276984v1,10.0,0.0,2.0,3.0,,2022-02-15,,,,30.0,,,0.0,0.0,2.41,896.52,0.6507246376811594
24531,7908567880,2/14/2022,400.0,2952.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,,4,,10.0238710v2,10.0,0.0,2.0,3.0,,2022-02-15,,,,34.0,,,0.0,0.0,2.41,1012.2,0.6571138211382114
24532,7910722319,2/14/2022,500.0,3931.26,Distributor,Existing Business,,Closed and Won,Reorder Button,,Client Referral,2,,10.0242619v2,10.0,0.0,2.0,1.0,,2022-02-15,,,,42.0,,,0.0,0.0,1.96,1034.88,0.7367561545153463
24533,7496685464,1/12/2022,300.0,1936.29,Distributor,Existing Business,,Closed and Won,,,,3,Not Rated,17.0271578v4,17.0,0.0,9.0,1.0,,2022-02-15,,,,26.0,,,0.0,0.0,1.96,658.56,0.6598856576235997
24534,7888094013,2/11/2022,60.0,660.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated,10.0278293v1,10.0,0.0,2.0,4.0,,2022-02-15,,,,5.0,,,0.0,0.0,2.58,185.76,0.7185454545454546
24535,7774830852,1/31/2022,1500.0,10225.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,High ,10.0275285v1,10.0,0.0,2.0,4.0,,2022-02-15,,,,126.0,,,0.0,0.0,2.41,3730.68,0.6351413202933985
24536,7634457417,1/19/2022,240.0,2654.72,Direct,New Business,,Closed and Won,Intake 2.0 Edward,,,1,High Res Preview,10.0277040v1,10.0,0.0,2.0,1.0,,2022-02-15,,,,20.0,,,0.0,0.0,2.23,588.72,0.77823649951784
24537,7820508089,2/4/2022,200.0,1712.0,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,3,Not Rated,10.0232494v1,10.0,0.0,2.0,1.0,,2022-02-15,,,,17.0,,,0.0,0.0,1.96,423.36,0.7527102803738317
24538,7798411656,2/2/2022,100.0,1100.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Low ,10.0275921v1,10.0,0.0,2.0,4.0,,2022-02-15,,,,9.0,,,0.0,0.0,2.58,309.6,0.7185454545454545
24539,7874767183,2/10/2022,200.0,1712.0,Distributor,Existing Business,,Closed and Won,New Project In Portal,,,1,High Res Preview,10.0278062v2,10.0,0.0,2.0,4.0,,2022-02-15,,,,17.0,,,0.0,0.0,2.41,520.56,0.6959345794392524
24540,7808725253,2/3/2022,772.0,7700.4,Direct,New Business,,Closed and Won,,,,1,Low ,10.0278764v1,10.0,0.0,2.0,4.0,,2022-02-17,,,,65.0,,,0.0,0.0,1.91,1512.72,0.8035530621785881
24542,7876495216,2/10/2022,360.0,3672.0,Direct,New Business,,Closed and Won,Intake 2.0 Edward,,,1,High Res Preview,10.0278013v2,10.0,0.0,2.0,3.0,,2022-02-15,,,,30.0,,,0.0,0.0,2.41,896.52,0.7558496732026144
24543,6962096541,11/19/2021,60.0,660.0,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,2,Medium ,10.0265752v1,10.0,0.0,2.0,4.0,,2022-02-15,,,,5.0,,,0.0,0.0,2.58,185.76,0.7185454545454546
24544,7685546914,1/24/2022,240.0,1911.6,Distributor,New Business,,Closed and Won,,,,3,Medium ,10.0275488v5,10.0,0.0,2.0,4.0,,2022-02-15,,,,20.0,,,0.0,0.0,2.41,607.32,0.6822975517890771
24545,7747117492,1/27/2022,250.0,2263.73,Distributor,Existing Business,,Closed and Won,Quote Request,,,3,,10.0275703v1,10.0,0.0,2.0,3.0,,2022-02-16,,,,21.0,,,0.0,0.0,2.41,636.24,0.7189417465863862
24547,7916029803,2/15/2022,504.0,3652.32,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,3,,10.0270899v2,10.0,0.0,2.0,4.0,,2022-02-15,,,,42.0,,,0.0,0.0,2.41,1243.56,0.6595150479695098
24548,7874140790,2/10/2022,120.0,1027.2,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,Low ,10.0278346v1,10.0,0.0,2.0,4.0,,2022-02-15,,,,10.0,,,0.0,0.0,2.58,340.56,0.6684579439252337
24550,7045064112,11/30/2021,240.0,3173.68,Direct,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,1,Low ,10.0278233v2,10.0,0.0,2.0,1.0,,2022-04-04,,,,20.0,,,0.0,0.0,2.23,588.72,0.8144992563837564
24551,7789035806,2/1/2022,240.0,1665.6,Distributor,Existing Business,,Closed and Won,,,Email Marketing,3,High Res Preview,10.0275555v1,10.0,0.0,2.0,3.0,,2022-02-15,,,,20.0,,,0.0,0.0,2.41,607.32,0.6353746397694523
24552,7915095055,2/15/2022,4500.0,26775.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.0274997v1,10.0,0.0,2.0,3.0,,2022-02-16,,,,376.0,,,0.0,0.0,2.41,8541.48,0.6809904761904763
24553,7846474554,2/7/2022,120.0,1212.0,Distributor,Existing Business,,Closed and Won,,,,1,Low ,15.0277672v1,15.0,0.0,7.0,3.0,,2022-02-16,,,,10.0,,,0.0,0.0,3.7,488.4,0.597029702970297
24555,7687559592,1/24/2022,240.0,2703.17,Direct,New Business,,Closed and Won,Intake 2.0 Edward,,,1,High Res Preview,10.0273740v1,10.0,0.0,2.0,3.0,,2022-02-15,,,,20.0,,,0.0,0.0,2.41,607.32,0.7753304453659962
