po_number,deal_id_x,order_created,total_deal_quantity,amount_in_company_currency,client_type_x,deal_type_x,special_order_type,deal_stage,automation_tools,revisions,deal_source_ca,number_of_associated_contacts,design_difficulty,SKU,chassis,total_intl_product_quantity,mfp_product_info,vendor_id,est_ship_date,submitted_to_prod,client_type_y,deal_type_y,deal_id_y,Total SKU DZ on PO,intl_unit_cost,fixed_intl_pkg_cost,total_intl_unit_cost_dont_use,total_intl_sku_cost,cost_per_sku,total_sku_cost,gross_margin
28622,9702857341,8/4/2022,75.0,844.5,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Not Rated,10.02107704v2,10.0,0.0,2.0,4.0,,2022-08-18,,,,7.0,,,0.0,0.0,2.58,247.68,0.7067140319715808
28623,9793005887,8/11/2022,125.0,1128.75,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated,10.02110327v1,10.0,0.0,2.0,4.0,,2022-08-18,,,,11.0,,,0.0,0.0,2.58,371.52,0.6708571428571428
28624,9851847178,8/17/2022,500.0,3460.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.0230467v2,10.0,0.0,2.0,3.0,,2022-08-18,,,,42.0,,,0.0,0.0,2.41,1243.56,0.6405895953757226
28625,9702518889,8/4/2022,600.0,4914.0,Distributor,Existing Business,,Closed and Won,New Project In Portal,,SAGE,3,Low ,10.02108835v1,10.0,0.0,2.0,4.0,,2022-08-18,,,,50.0,,,0.0,0.0,2.58,1702.8,0.6534798534798535
28626,9536163198,7/19/2022,240.0,1944.0,Distributor,Existing Business,,Closed and Won,,,Email Marketing,2,High Res Preview,10.02105031v1,10.0,0.0,2.0,1.0,,2022-08-18,,,,20.0,,,0.0,0.0,1.96,493.92,0.7459259259259259
28627,9861129279,8/18/2022,120.0,1120.8,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,46.02106797v2,46.0,0.0,113.0,1.0,,2022-08-18,,,,10.0,,,0.0,0.0,2.23,294.36,0.7373661670235546
28628,9861298835,8/18/2022,320.0,2288.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.0243612v1,10.0,0.0,2.0,1.0,,2022-08-22,,,,27.0,,,0.0,0.0,1.96,658.56,0.7121678321678322
28629,9858416227,8/18/2022,150.0,1317.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated,10.0265981v1,10.0,0.0,2.0,4.0,,2022-08-18,,,,13.0,,,0.0,0.0,2.41,404.88,0.6925740318906606
28630,9861469577,8/18/2022,420.0,4393.2,Direct,Existing Business,,Closed and Won,Portal Order,,Organic Search,1,,55.02106370v3,55.0,0.0,114.0,3.0,,2022-08-18,,,,35.0,,,0.0,0.0,2.49,1075.68,0.7551488664299371
28631,9850387213,8/17/2022,65.0,731.9,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,High ,10.02110272v1,10.0,0.0,2.0,1.0,,2022-08-18,,,,6.0,,,0.0,0.0,2.56,215.04,0.7061893701325318
28632,9669535899,8/1/2022,75.0,732.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Low ,10.02106859v1,10.0,0.0,2.0,4.0,,2022-08-18,,,,7.0,,,0.0,0.0,2.58,247.68,0.6616393442622951
28633,9761734681,8/8/2022,70.0,727.3,Distributor,Existing Business,,Closed and Won,Intake 3.0,,Client Referral,2,Low ,55.02108898v2,55.0,0.0,114.0,1.0,,2022-08-18,,,,6.0,,,0.0,0.0,2.56,215.04,0.7043310875842156
28634,9850431509,8/17/2022,92.0,1093.88,Distributor,Existing Business,,Closed and Won,,,SAGE,2,Medium ,55.02110349v3,55.0,0.0,114.0,3.0,,2022-08-18,,,,8.0,,,0.0,0.0,3.66,395.28,0.6386440925878525
28635,9861330209,8/18/2022,200.0,1756.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.02107466v1,10.0,0.0,2.0,3.0,,2022-08-18,,,,17.0,,,0.0,0.0,2.41,520.56,0.7035535307517085
28636,9861921121,8/18/2022,550.0,3866.5,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.0240315v1,10.0,0.0,2.0,1.0,,2022-08-22,,,,46.0,,,0.0,0.0,1.88,1060.32,0.7257674899780163
28637,9853119909,8/17/2022,755.0,6930.9,Direct,New Business,,Closed and Won,3D Builder,,Organic Search,3,High Res Preview,10.02110513v2,10.0,0.0,2.0,4.0,,2022-08-19,,,,63.0,,,0.0,0.0,1.91,1466.88,0.7883564904990693
28638,9784155228,8/10/2022,120.0,1484.4,Direct,Existing Business,,Closed and Won,,,Email Marketing,1,,10.0275615v1,10.0,0.0,2.0,3.0,,2022-08-18,,,,10.0,,,0.0,0.0,2.58,340.56,0.7705739692805175
28639,9593362100,7/25/2022,535.0,3541.7,Distributor,Existing Business,,Closed and Won,,,Direct Traffic,3,,10.0263259v1,10.0,0.0,2.0,4.0,,2022-08-18,,,,45.0,,,0.0,0.0,2.41,1330.32,0.6243837705056894
28640,9862191461,8/18/2022,660.0,5553.6,Distributor,Existing Business,,Closed and Won,Reorder Button,,Organic Search,2,,55.02102484v1,55.0,0.0,114.0,1.0,,2022-08-18,,,,56.0,,,0.0,0.0,1.96,1364.16,0.7543647363872084
28641,9862271872,8/18/2022,660.0,4639.8,Distributor,Existing Business,,Closed and Won,Reorder Button,,Organic Search,1,,17.02103808v1,17.0,0.0,9.0,1.0,,2022-08-18,,,,55.0,,,0.0,0.0,1.88,1263.36,0.727712401396612
28642,9834364951,8/16/2022,350.0,2747.5,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.0218490v1,10.0,0.0,2.0,3.0,,2022-08-19,,,,30.0,,,0.0,0.0,2.41,896.52,0.6736960873521383
28643,9852694687,8/17/2022,200.0,2152.0,Distributor,Existing Business,,Closed and Won,Intake 3.0,,Client Referral,2,High Res Preview,10.02110411v1,10.0,0.0,2.0,3.0,,2022-08-19,,,,17.0,,,0.0,0.0,3.66,878.4,0.5918215613382899
28644,9154478686,6/10/2022,120.0,1083.6,Distributor,Existing Business,,Closed and Won,,,WT Strategic Partnerships,3,High Res Preview,10.02102522v3,10.0,0.0,2.0,3.0,,2022-08-18,,,,10.0,,,0.0,0.0,2.58,340.56,0.6857142857142857
28645,9861740090,8/18/2022,250.0,1635.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,4,,13.0533439v1,13.0,0.0,5.0,3.0,,2022-08-22,,,,21.0,,,0.0,0.0,1.45,382.8,0.7658715596330276
28646,9655674677,7/31/2022,60.0,1726.8,Direct,New Business,,Closed and Won,Intake 3.0,,Direct Traffic,1,Low ,55.02108008v2,55.0,0.0,114.0,3.0,,2022-08-19,,,,5.0,,,0.0,0.0,3.74,269.28,0.8440583738707436
28647,9853567566,8/17/2022,144.0,1386.72,Distributor,Existing Business,,Closed and Won,Intake 2.0 Edward,,Event in the Past Year,2,Low ,55.02110532v1,55.0,0.0,114.0,3.0,,2022-08-18,,,,12.0,,,0.0,0.0,2.49,388.44,0.7198857736240913
28648,9613785991,7/27/2022,275.0,3000.25,Direct,Existing Business,,Closed and Won,Template Download,,Email Marketing,1,Medium ,10.02110384v2,10.0,0.0,2.0,1.0,,2022-08-19,,,,23.0,,,0.0,0.0,1.96,564.48,0.8118556786934422
28649,9837168756,8/16/2022,500.0,5219.6,Direct,Existing Business,,Closed and Won,Intake 3.0,,Direct Traffic,2,High Res Preview,10.02110548v2,10.0,0.0,2.0,1.0,,2022-08-19,,,,42.0,,,0.0,0.0,1.96,1011.36,0.806238025902368
28650,9852795721,8/17/2022,250.0,2105.0,Distributor,Existing Business,,Closed and Won,,,Email Marketing,1,Low ,55.02110381v1,55.0,0.0,114.0,3.0,,2022-08-19,,,,21.0,,,0.0,0.0,2.49,657.36,0.6877149643705462
28651,9838450546,8/16/2022,120.0,741.6,Distributor,Existing Business,,Closed and Won,New Project In Portal,,SAGE,2,High Res Preview,55.02110268v2,55.0,0.0,114.0,1.0,,2022-08-19,,,,10.0,,,0.0,0.0,2.23,294.36,0.6030744336569579
28653,9702932096,8/4/2022,120.0,1053.6,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Low ,10.02108437v3,10.0,0.0,2.0,1.0,,2022-08-19,,,,10.0,,,0.0,0.0,2.23,294.36,0.7206150341685649
28654,9639239575,7/29/2022,500.0,3810.24,Distributor,Existing Business,,Closed and Won,,,Direct Traffic,2,Not Rated,10.02106504v1,10.0,0.0,2.0,1.0,,2022-08-19,,,,42.0,,,0.0,0.0,1.96,1034.88,0.728395061728395
28655,9806328444,8/12/2022,120.0,1364.4,Direct,New Business,,Closed and Won,3D Builder,,Organic Search,1,High Res Preview,10.02110190v2,10.0,0.0,2.0,1.0,,2022-08-19,,,,10.0,,,0.0,0.0,2.23,294.36,0.7842568161829375
28656,9859473485,8/18/2022,225.0,2110.5,Distributor,Existing Business,,Closed and Won,,,Email Marketing,2,,55.02110708v1,55.0,0.0,114.0,3.0,,2022-08-22,,,,19.0,,,0.0,0.0,2.49,597.6,0.7168443496801706
28658,8406953066,3/30/2022,240.0,2652.56,Direct,Existing Business,,Closed and Won,,,,1,,10.026667v8,10.0,0.0,2.0,3.0,,2022-08-19,,,,20.0,,,0.0,0.0,2.41,607.32,0.771043821817414
28659,9870230634,8/19/2022,500.0,3030.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Low ,12.02110633v1,12.0,0.0,4.0,3.0,,2022-08-19,,,,42.0,,,0.0,0.0,2.16,1114.56,0.6321584158415842
28660,9828688561,8/15/2022,120.0,1449.36,Distributor,Existing Business,,Closed and Won,,,Email Marketing,2,High Res Preview,55.02110620v1,55.0,0.0,114.0,1.0,,2022-08-19,,,,10.0,,,0.0,0.0,2.56,368.64,0.745653253849975
28661,9771949184,8/9/2022,800.0,8553.24,Direct,Existing Business,,Closed and Won,Template Download,,Direct Traffic,1,,10.02110591v1,10.0,0.0,2.0,3.0,,2022-08-19,,,,68.0,,,0.0,0.0,2.41,2024.4,0.7633177602873298
28662,9836396446,8/16/2022,60.0,675.6,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,High Res Preview,10.02110053v2,10.0,0.0,2.0,3.0,,2022-08-19,,,,5.0,,,0.0,0.0,3.66,263.52,0.6099467140319716
28663,9626807733,7/28/2022,520.0,3655.6,Distributor,Existing Business,,Closed and Won,,,Email Marketing,6,High Res Preview,10.02109752v3,10.0,0.0,2.0,1.0,,2022-08-19,,,,44.0,,,0.0,0.0,1.96,1058.4,0.7104716052084473
28665,9568465487,7/22/2022,100.0,1039.0,Distributor,Existing Business,,Closed and Won,Intake 3.0,,Client Referral,2,Low ,55.02105549v2,55.0,0.0,114.0,1.0,,2022-08-19,,,,9.0,,,0.0,0.0,2.56,307.2,0.7043310875842156
28667,9627628817,7/28/2022,130.0,1141.4,Distributor,New Business,,Closed and Won,,,Event in the Past Year,1,High Res Preview,10.02107118v1,10.0,0.0,2.0,3.0,,2022-08-19,,,,11.0,,,0.0,0.0,2.58,371.52,0.6745049938671807
28668,9861053448,8/18/2022,120.0,1246.8,Distributor,Existing Business,,Payment Pending,,,Email Marketing,2,,55.02107379v3,55.0,0.0,114.0,1.0,,2022-08-20,,,,10.0,,,0.0,0.0,2.56,368.64,0.7043310875842156
28669,9765899384,8/9/2022,120.0,1125.6,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,3,Not Rated,55.02110541v1,55.0,0.0,114.0,3.0,,2022-08-19,,,,10.0,,,0.0,0.0,2.66,351.12,0.6880597014925373
28670,9814003522,8/13/2022,150.0,1313.99,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,2,Low ,20.02109882v3,20.0,0.0,11.0,3.0,,2022-08-30,,,,13.0,,,0.0,0.0,2.99,502.32,0.6177139856467706
28671,9852798562,8/17/2022,121.0,1062.38,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,3,,10.0296976v1,10.0,0.0,2.0,3.0,,2022-08-19,,,,11.0,,,0.0,0.0,2.58,371.52,0.6502946215101941
28672,9635211632,7/29/2022,720.0,7264.01,Direct,Existing Business,,Closed and Won,Intake 3.0,,Organic Search,1,Low ,10.02108581v4,10.0,0.0,2.0,3.0,,2022-08-19,,,,60.0,,,0.0,0.0,1.91,1398.12,0.807527798006886
28673,9870634764,8/19/2022,1505.0,10218.95,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,55.02110695v1,55.0,0.0,114.0,3.0,,2022-08-19,,,,126.0,,,0.0,0.0,2.1,3200.4,0.6868171387471316
28674,9784229954,8/10/2022,250.0,2025.0,Distributor,New Business,,Closed and Won,,,Event in the Past Year,2,High Res Preview,10.02110476v1,10.0,0.0,2.0,1.0,,2022-08-23,,,,21.0,,,0.0,0.0,1.96,517.44,0.7444740740740741
28675,9873005068,8/19/2022,480.0,5024.17,Direct,Existing Business,,Closed and Won,Reorder Button,,Email Marketing,2,,10.0290479v1,10.0,0.0,2.0,3.0,,2022-08-19,,,,40.0,,,0.0,0.0,2.41,1185.72,0.7639968392789256
28676,9837755266,8/16/2022,120.0,771.6,Distributor,New Business,,Closed and Won,Intake 3.0,,Organic Search,2,High Res Preview,55.02110277v1,55.0,0.0,114.0,3.0,,2022-08-22,,,,10.0,,,0.0,0.0,2.66,351.12,0.5449455676516329
28677,9860712967,8/18/2022,60.0,713.4,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,55.02110545v1,55.0,0.0,114.0,3.0,,2022-08-19,,,,5.0,,,0.0,0.0,3.74,269.28,0.6225399495374264
28678,9837502328,8/16/2022,2990.0,16534.7,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,4,Not Rated,10.02110168v2,10.0,0.0,2.0,1.0,,2022-08-22,,,,250.0,,,0.0,0.0,1.6,4819.2,0.7085402214736282
28679,8169943964,3/8/2022,60.0,603.6,Distributor,New Business,,Closed and Won,Template Download,,Paid Search,1,Low ,10.0283742v1,10.0,0.0,2.0,4.0,,2022-08-19,,,,5.0,,,0.0,0.0,2.58,185.76,0.6922465208747515
28680,9873018929,8/19/2022,270.0,2224.8,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,2,,12.0298011v4,12.0,0.0,4.0,1.0,,2022-08-23,,,,23.0,,,0.0,0.0,1.77,494.04,0.7779395900755124
28681,9873410170,8/19/2022,2000.0,13280.0,Distributor,Existing Business,,Closed and Won,,,SAGE,3,,10.0274969v1,10.0,0.0,2.0,1.0,,2022-08-23,,,,168.0,,,0.0,0.0,1.79,3651.6,0.7250301204819277
28682,9861387682,8/18/2022,3551.0,19637.03,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Low ,44.02110753v1,44.0,0.0,21.0,3.0,,2022-08-19,,,,296.0,,,0.0,0.0,1.7,6058.8,0.6914604703460758
28683,9415335686,7/6/2022,3900.0,21567.0,Distributor,Existing Business,,Closed and Won,Revision Request,,Event in the Past Year,2,,10.0293896v6,10.0,0.0,2.0,1.0,,2022-08-22,,,,325.0,,,0.0,0.0,1.6,6259.2,0.7097788287661705
28684,9604088500,7/26/2022,95.0,927.2,Distributor,Existing Business,,Closed and Won,,,Email Marketing,3,High Res Preview,10.02105759v1,10.0,0.0,2.0,1.0,,2022-08-22,,,,8.0,,,0.0,0.0,2.56,276.48,0.7018119068162209
28685,9781517842,8/10/2022,206.0,2000.26,Distributor,Existing Business,,Closed and Won,,,Email Marketing,2,Low ,15.02110606v2,15.0,0.0,7.0,3.0,,2022-08-22,,,,18.0,,,0.0,0.0,3.53,804.84,0.597632307799986
28686,9871333648,8/19/2022,100.0,1126.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,High Res Preview,10.02110661v1,10.0,0.0,2.0,4.0,,2022-08-22,,,,9.0,,,0.0,0.0,2.58,309.6,0.725044404973357
28687,9827075590,8/15/2022,60.0,836.4,Direct,New Business,,Closed and Won,Intake 3.0,,Organic Search,1,Low ,10.02110643v1,10.0,0.0,2.0,4.0,,2022-08-20,,,,5.0,,,0.0,0.0,2.58,185.76,0.7779053084648494
28688,9627760023,7/28/2022,120.0,1360.8,Direct,Existing Business,,Closed and Won,Intake 3.0,,Organic Search,1,Low ,12.02107263v1,12.0,0.0,4.0,3.0,,2022-08-20,,,,10.0,,,0.0,0.0,2.33,307.56,0.7739858906525574
28689,9758303661,8/8/2022,75.0,1158.0,Direct,Existing Business,,Closed and Won,,,Organic Search,2,High Res Preview,10.02109843v5,10.0,0.0,2.0,1.0,,2022-08-22,,,,7.0,,,0.0,0.0,2.56,245.76,0.7877720207253887
28690,9870387614,8/19/2022,302.0,2370.7,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated,10.02110622v1,10.0,0.0,2.0,3.0,,2022-08-22,,,,26.0,,,0.0,0.0,2.41,780.84,0.670628928164677
28691,9845846428,8/17/2022,240.0,1867.2,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,2,,10.02100018v1,10.0,0.0,2.0,4.0,,2022-08-24,,,,20.0,,,0.0,0.0,2.58,681.12,0.6352185089974293
28692,9893279276,8/22/2022,1854.0,11161.08,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.0287827v2,10.0,0.0,2.0,3.0,,2022-08-23,,,,155.0,,,0.0,0.0,1.91,3575.52,0.6796439054285068
28693,9848527741,8/17/2022,60.0,926.4,Direct,New Business,,Closed and Won,Intake 3.0,,Direct Traffic,1,High Res Preview,10.02110396v1,10.0,0.0,2.0,1.0,,2022-08-22,,,,5.0,,,0.0,0.0,2.56,184.32,0.8010362694300518
28694,9862341413,8/18/2022,60.0,0.0,Distributor,Existing Business,,Closed and Won,,,,1,,10.03103306v1,10.0,0.0,2.0,3.0,,2022-08-22,,,,5.0,,,0.0,0.0,3.66,263.52,0.0
28695,9878327629,8/20/2022,240.0,1944.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,Organic Search,2,,10.02105510v2,10.0,0.0,2.0,1.0,,2022-08-23,,,,20.0,,,0.0,0.0,1.96,493.92,0.7459259259259259
28696,9861814312,8/18/2022,60.0,585.6,Distributor,Existing Business,,Closed and Won,,,Email Marketing,2,High Res Preview,10.02110631v1,10.0,0.0,2.0,1.0,,2022-08-22,,,,5.0,,,0.0,0.0,2.56,184.32,0.6852459016393443
28697,9805399102,8/12/2022,600.0,8253.11,Direct,Existing Business,,Closed and Won,,,Email Marketing,2,,10.0282121v4,10.0,0.0,2.0,3.0,,2022-08-22,,,,52.0,,,0.0,0.0,2.41,1619.52,0.8037685187765581
28698,9768559226,8/9/2022,950.0,10282.54,Direct,New Business,,Closed and Won,Intake 3.0,,Organic Search,1,High Res Preview,10.02108751v1,10.0,0.0,2.0,3.0,,2022-09-13,,,,80.0,,,0.0,0.0,1.91,1856.52,0.8194492800417017
28699,9897657271,8/22/2022,320.0,2713.6,Distributor,Existing Business,,Closed and Won,,,SAGE,3,,10.029297v1,10.0,0.0,2.0,3.0,,2022-09-09,,,,27.0,,,0.0,0.0,2.58,861.1199999999999,0.6826650943396226
28701,9771226481,8/9/2022,720.0,4960.8,Distributor,New Business,,Closed and Won,,,Client Referral,2,Not Rated,10.02110843v1,10.0,0.0,2.0,1.0,,2022-08-25,,,,60.0,,,0.0,0.0,1.79,1310.28,0.7358732462506048
28705,9898604678,8/22/2022,250.0,1987.5,Distributor,Existing Business,,Closed and Won,,,SAGE,2,,10.0293573v1,10.0,0.0,2.0,3.0,,2022-08-22,,,,21.0,,,0.0,0.0,2.41,636.24,0.6798792452830189
28706,9895777909,8/22/2022,102.0,1148.52,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated,10.02110840v1,10.0,0.0,2.0,1.0,,2022-08-22,,,,9.0,,,0.0,0.0,2.56,307.2,0.732525336955386
28707,9897521430,8/22/2022,60.0,603.6,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,1,,10.02105221v2,10.0,0.0,2.0,1.0,,2022-08-22,,,,5.0,,,0.0,0.0,2.56,184.32,0.6946322067594434
28708,9767588460,8/9/2022,63.0,709.38,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,High Res Preview,10.02110235v1,10.0,0.0,2.0,3.0,,2022-08-23,,,,6.0,,,0.0,0.0,3.66,307.44,0.566607460035524
28709,9784015887,8/10/2022,300.0,2619.0,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,4,,10.02108811v1,10.0,0.0,2.0,1.0,,2022-08-23,,,,26.0,,,0.0,0.0,1.96,658.56,0.7485452462772051
28710,9888380706,8/21/2022,500.0,4930.0,Direct,Existing Business,,Closed and Won,,,Referrals,1,,10.0238836v1,10.0,0.0,2.0,4.0,,2022-08-23,,,,42.0,,,0.0,0.0,2.41,1243.56,0.7477565922920892
28711,9835185007,8/16/2022,60.0,926.4,Direct,New Business,,Closed and Won,Intake 3.0,,Direct Traffic,1,High Res Preview,10.02110295v1,10.0,0.0,2.0,3.0,,2022-08-23,,,,5.0,,,0.0,0.0,3.66,263.52,0.7155440414507772
28712,9715932477,8/5/2022,60.0,836.4,Direct,New Business,,Closed and Won,Intake 3.0,,Organic Search,1,High Res Preview,10.02108536v2,10.0,0.0,2.0,1.0,,2022-08-23,,,,5.0,,,0.0,0.0,2.56,184.32,0.7796269727403156
28713,9666891909,8/1/2022,60.0,860.75,Direct,Existing Business,,Closed and Won,Quote Request,,Organic Search,1,High ,10.02107171v5,10.0,0.0,2.0,1.0,,2022-08-23,,,,5.0,,,0.0,0.0,2.56,184.32,0.7858611675864072
28714,9851704877,8/17/2022,283.0,2221.55,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,3,,10.0296925v1,10.0,0.0,2.0,1.0,,2022-08-24,,,,24.0,,,0.0,0.0,1.96,588.0,0.7353199342801198
28715,9901337964,8/22/2022,80.0,900.8,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.0210309v2,10.0,0.0,2.0,3.0,,2022-08-23,,,,7.0,,,0.0,0.0,3.66,351.36,0.6099467140319715
28716,9200357018,6/15/2022,74.0,833.24,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,High Res Preview,10.02101367v3,10.0,0.0,2.0,1.0,,2022-08-23,,,,7.0,,,0.0,0.0,2.56,245.76,0.7050549661562096
28717,9907181632,8/23/2022,160.0,1308.8,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.0297553v1,10.0,0.0,2.0,4.0,,2022-08-23,,,,14.0,,,0.0,0.0,2.41,433.8,0.6685513447432763
28718,9851884374,8/17/2022,100.0,1141.0,Distributor,Existing Business,,Closed and Won,,,SAGE,3,,46.0280979v2,46.0,0.0,113.0,1.0,,2022-08-24,,,,9.0,,,0.0,0.0,2.56,307.2,0.7307624890446975
28719,9908715272,8/23/2022,300.0,3621.0,Direct,Existing Business,,Closed and Won,,,Client Referral,1,,10.0247377v1,10.0,0.0,2.0,1.0,,2022-08-23,,,,26.0,,,0.0,0.0,1.96,658.56,0.8181275890637946
28720,9781991280,8/10/2022,63.0,709.38,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,High Res Preview,10.02109168v2,10.0,0.0,2.0,4.0,,2022-08-29,,,,6.0,,,0.0,0.0,2.58,216.72,0.69449378330373
28721,9895457586,8/22/2022,504.0,3729.6,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,2,Not Rated,10.02110864v1,10.0,0.0,2.0,1.0,,2022-08-23,,,,42.0,,,0.0,0.0,1.96,1034.88,0.7225225225225225
28722,9691884082,8/3/2022,150.0,1273.5,Distributor,Existing Business,,Closed and Won,,,SAGE,3,Low ,12.02107568v3,12.0,0.0,4.0,3.0,,2022-08-23,,,,13.0,,,0.0,0.0,2.16,362.88,0.7150530035335689
28723,9908420482,8/23/2022,150.0,1317.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated,10.02111027v1,10.0,0.0,2.0,3.0,,2022-08-23,,,,13.0,,,0.0,0.0,2.41,404.88,0.6925740318906606
28724,9824914586,8/15/2022,200.0,2434.54,Direct,New Business,,Closed and Won,Intake 3.0,,Organic Search,1,High Res Preview,10.02109746v1,10.0,0.0,2.0,3.0,,2022-08-23,,,,17.0,,,0.0,0.0,2.41,520.56,0.7861772655203858
28726,9825083828,8/15/2022,501.0,3522.03,Distributor,Existing Business,,Closed and Won,New Project In Portal,,Pre-Hubspot Contact,1,Low ,10.02109855v2,10.0,0.0,2.0,3.0,,2022-08-23,,,,42.0,,,0.0,0.0,2.41,1243.56,0.6469195322015997
28727,9793108825,8/11/2022,120.0,1083.6,Wholesale,Existing Business,,Closed and Won,New Project In Portal,,Direct Traffic,2,High ,10.02109414v1,10.0,0.0,2.0,3.0,,2022-08-23,,,,10.0,,,0.0,0.0,2.58,340.56,0.6857142857142857
28728,9908383590,8/23/2022,400.0,2812.0,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,1,,10.0239418v2,10.0,0.0,2.0,3.0,,2022-08-23,,,,34.0,,,0.0,0.0,2.41,1012.2,0.6400426742532006
28729,9873029046,8/19/2022,227.0,1993.06,Distributor,Existing Business,,Closed and Won,,,SAGE,2,Low ,10.02110829v1,10.0,0.0,2.0,3.0,,2022-08-23,,,,19.0,,,0.0,0.0,2.41,578.4,0.7097929816463127
28730,9565318466,7/22/2022,480.0,5166.63,Direct,Existing Business,,Closed and Won,Intake 2.0 Edward,,Pre-Hubspot Contact,1,High Res Preview,10.0246477v6,10.0,0.0,2.0,3.0,,2022-08-31,,,,40.0,,,0.0,0.0,2.41,1185.72,0.7705041777715841
28731,9910325541,8/23/2022,250.0,1987.5,Distributor,Existing Business,,Closed and Won,,,SAGE,2,,10.0282423v1,10.0,0.0,2.0,1.0,,2022-08-23,,,,21.0,,,0.0,0.0,1.96,517.44,0.7396528301886792
28732,9615748896,7/27/2022,600.0,4614.03,Distributor,New Business,,Closed and Won,,,Event in the Past Year,1,High Res Preview,55.02106777v1,55.0,0.0,114.0,3.0,,2022-08-23,,,,50.0,,,0.0,0.0,2.24,1370.88,0.7028887978621725
28733,9911197218,8/23/2022,500.0,5335.0,Direct,Existing Business,,Closed and Won,Reorder Button,,Direct Traffic,2,,55.02111146v1,55.0,0.0,114.0,1.0,,2022-08-23,,,,42.0,,,0.0,0.0,1.96,1011.36,0.8104292408622306
28734,8630096991,4/15/2022,600.0,4536.0,Distributor,New Business,,Closed and Won,Intake 2.0 Edward,,Offline Sources,3,Low ,10.0296594v2,10.0,0.0,2.0,4.0,,2022-08-23,,,,50.0,,,0.0,0.0,2.41,1503.84,0.6684656084656084
28735,9911036692,8/23/2022,1000.0,7260.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.0242619v2,10.0,0.0,2.0,1.0,,2022-08-23,,,,84.0,,,0.0,0.0,1.96,2022.72,0.7213884297520661
28736,9910132559,8/23/2022,200.0,2424.0,Direct,New Business,,Closed and Won,,,Organic Search,1,,10.0298474v3,10.0,0.0,2.0,4.0,,2022-08-23,,,,17.0,,,0.0,0.0,2.41,520.56,0.7852475247524753
28738,9024811383,5/27/2022,620.0,8838.1,Direct,New Business,,Closed and Won,,,Organic Search,1,Low ,10.02102111v3,10.0,0.0,2.0,1.0,,2022-08-24,,,,52.0,,,0.0,0.0,1.96,1317.12,0.8509724940880958
28739,8587365417,4/11/2022,208.0,1670.24,Distributor,Existing Business,,Closed and Won,,,,2,Low ,10.0290458v5,10.0,0.0,2.0,3.0,,2022-08-24,,,,18.0,,,0.0,0.0,2.41,549.48,0.671017338825558
28740,9693063590,8/3/2022,500.0,3435.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Low ,10.02108632v2,10.0,0.0,2.0,3.0,,2022-08-24,,,,42.0,,,0.0,0.0,2.41,1243.56,0.6379737991266375
