po_number,deal_id_x,order_created,total_deal_quantity,amount_in_company_currency,client_type_x,deal_type_x,special_order_type,deal_stage,automation_tools,revisions,deal_source_ca,number_of_associated_contacts,design_difficulty,SKU,chassis,total_intl_product_quantity,mfp_product_info,vendor_id,est_ship_date,submitted_to_prod,client_type_y,deal_type_y,deal_id_y,Total SKU DZ on PO,intl_unit_cost,fixed_intl_pkg_cost,dont_use_total_intl_unit_cost,total_intl_sku_cost,cost_per_sku,total_sku_cost,gross_margin,month,year
32515,11590442268,1/5/2023,120.0,1276.8,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,55.02122705v2,55.0,0.0,114.0,4.0,,2023-01-09,,,,10.0,,,0.0,0.0,3.0,432.0,0.6616541353383458,1,2023
32516,11582008247,1/4/2023,75.0,907.5,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,2,Low ,55.02134712v1,55.0,0.0,114.0,4.0,,2023-01-05,,,,7.0,,,0.0,0.0,3.0,288.0,0.6826446280991736,1,2023
32517,11581973414,1/4/2023,60.0,654.0,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,2,High Res Preview,55.02134688v2,55.0,0.0,114.0,4.0,,2023-01-05,,,,5.0,,,0.0,0.0,3.0,216.0,0.6697247706422018,1,2023
32518,11592606549,1/5/2023,100.0,1599.0,Direct,Existing Business,,Closed and Won,Portal Order,,Email Marketing,1,,10.02123080v1,10.0,0.0,2.0,1.0,,2023-01-05,,,,9.0,,,0.0,0.0,2.56,307.2,0.8078799249530957,1,2023
32519,11454787903,12/23/2022,118.0,960.0,Distributor,Existing Business,,Closed and Won,,,Email Marketing,2,High Res Preview,10.02133683v1,10.0,0.0,2.0,1.0,,2023-01-05,,,,10.0,,,0.0,0.0,2.56,337.92,0.6479999999999999,1,2023
32520,11592613705,1/5/2023,60.0,706.2,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,,10.02128644v1,10.0,0.0,2.0,4.0,,2023-01-05,,,,5.0,,,0.0,0.0,2.83,203.76,0.7114698385726423,1,2023
32521,11591846662,1/5/2023,150.0,1287.5,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.0213785v1,10.0,0.0,2.0,1.0,,2023-01-05,,,,13.0,,,0.0,0.0,1.96,329.28,0.7442485436893204,1,2023
32522,11593613715,1/5/2023,60.0,598.2,Distributor,Existing Business,,Closed and Won,Reorder Button,,Email Marketing,2,,10.02111154v1,10.0,0.0,2.0,1.0,,2023-01-05,,,,5.0,,,0.0,0.0,2.56,184.32,0.691875626880642,1,2023
32523,11565829923,1/3/2023,240.0,2457.6,Wholesale,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,1,Low ,11.02134312v2,11.0,0.0,3.0,3.0,,2023-01-05,,,,20.0,,,0.0,0.0,2.88,760.32,0.6906249999999999,1,2023
32524,11537016359,12/31/2022,60.0,851.88,Direct,New Business,,Closed and Won,3D Builder,,Paid Search,1,High Res Preview,10.02134292v1,10.0,0.0,2.0,3.0,,2023-01-06,,,,5.0,,,0.0,0.0,3.8,273.6,0.6788280039442175,1,2023
32525,11030061217,11/21/2022,120.0,1125.6,Distributor,Existing Business,,Closed and Won,,,Organic Search,1,High Res Preview,55.02133046v4,55.0,0.0,114.0,1.0,,2023-01-09,,,,10.0,,,0.0,0.0,2.23,294.36,0.7384861407249467,1,2023
32526,11503658367,12/28/2022,240.0,2758.18,Direct,New Business,,Closed and Won,3D Builder,,Organic Search,1,High Res Preview,10.02133978v4,10.0,0.0,2.0,1.0,,2023-01-05,,,,20.0,,,0.0,0.0,1.96,493.92,0.8209253928315048,1,2023
32527,11594225756,1/5/2023,240.0,1994.4,Distributor,Existing Business,,Closed and Won,Portal Order,,,2,,10.0270329v2,10.0,0.0,2.0,3.0,,2023-01-05,,,,20.0,,,0.0,0.0,2.54,640.08,0.6790613718411553,1,2023
32528,11594508308,1/5/2023,60.0,872.4,Direct,Existing Business,,Closed and Won,Portal Order,,Email Marketing,1,,10.0277261v1,10.0,0.0,2.0,3.0,,2023-01-06,,,,5.0,,,0.0,0.0,3.8,273.6,0.686382393397524,1,2023
32530,11591828508,1/5/2023,60.0,706.2,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.02102522v3,10.0,0.0,2.0,3.0,,2023-01-09,,,,5.0,,,0.0,0.0,3.8,273.6,0.6125743415463042,1,2023
32531,11593417819,1/5/2023,4695.0,26902.35,Distributor,Existing Business,,Closed and Won,,,WT Reorder,2,,10.0227001v3,10.0,0.0,2.0,4.0,,2023-01-06,,,,392.0,,,0.0,0.0,1.71,8064.36,0.7002358530016894,1,2023
32532,11594640206,1/5/2023,80.0,1279.2,Direct,Existing Business,,Closed and Won,Portal Order,,Direct Traffic,1,,10.02128039v1,10.0,0.0,2.0,4.0,,2023-01-05,,,,7.0,,,0.0,0.0,2.83,271.68,0.7876172607879924,1,2023
32533,11593825587,1/5/2023,200.0,1600.0,Distributor,Existing Business,,Closed and Won,,,Email Marketing,2,,10.02111064v1,10.0,0.0,2.0,1.0,,2023-01-06,,,,17.0,,,0.0,0.0,1.96,423.36,0.7353999999999999,1,2023
32534,11143845814,11/29/2022,120.0,1080.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,High Res Preview,10.02129360v1,10.0,0.0,2.0,1.0,,2023-01-05,,,,10.0,,,0.0,0.0,2.23,294.36,0.7274444444444444,1,2023
32535,11359988524,12/15/2022,120.0,1032.0,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,3,,55.02132527v1,55.0,0.0,114.0,1.0,,2023-01-05,,,,10.0,,,0.0,0.0,2.23,294.36,0.7147674418604651,1,2023
32537,11401145714,12/19/2022,360.0,3679.2,Direct,New Business,,Closed and Won,Template Download,,Direct Traffic,2,Low ,10.02133122v1,10.0,0.0,2.0,3.0,,2023-01-06,,,,30.0,,,0.0,0.0,2.54,944.88,0.7431833007175472,1,2023
32538,11590312738,1/5/2023,100.0,1060.0,Distributor,Existing Business,,Closed and Won,,,Email Marketing,2,Low ,55.02134831v1,55.0,0.0,114.0,1.0,,2023-01-09,,,,9.0,,,0.0,0.0,2.56,307.2,0.710188679245283,1,2023
32539,11592603923,1/5/2023,240.0,3177.6,Direct,Existing Business,,Closed and Won,,,Paid Search,1,Medium ,55.02134884v1,55.0,0.0,114.0,1.0,,2023-01-05,,,,20.0,,,0.0,0.0,2.23,588.72,0.8147280966767372,1,2023
32540,11595830184,1/5/2023,60.0,531.2,Distributor,Existing Business,,Closed and Won,,,WT Reorder,3,,17.02129736v3,17.0,0.0,9.0,4.0,,2023-01-06,,,,5.0,,,0.0,0.0,2.83,203.76,0.6164156626506024,1,2023
32541,11594050610,1/5/2023,480.0,3960.0,Distributor,Existing Business,,Closed and Won,,,Email Marketing,2,,10.0295664v1,10.0,0.0,2.0,3.0,,2023-01-06,,,,40.0,,,0.0,0.0,2.72,1436.16,0.6373333333333334,1,2023
32542,10033697976,9/2/2022,0.0,175.0,Distributor,Existing Business,,Closed and Won,,,SAGE,3,Medium ,932133249v2,93.0,2.0,120.0,10.0,44946.0,2023-01-06,Distributor,existingbusiness,10033697976.0,1.0,1.8,0.0,43.2,3.6,,3.6,0.9794285714285714,1,2023
32543,11399948551,12/19/2022,150.0,1387.5,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,2,High Res Preview,10.02132872v1,10.0,0.0,2.0,1.0,,2023-01-05,,,,13.0,,,0.0,0.0,1.96,329.28,0.7626810810810811,1,2023
32544,11568593817,1/3/2023,360.0,3949.2,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,,10.02109464v1,10.0,0.0,2.0,1.0,,2023-01-06,,,,30.0,,,0.0,0.0,2.56,1105.92,0.7199635369188696,1,2023
32545,11596108602,1/5/2023,181.0,1629.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.02118438v2,10.0,0.0,2.0,3.0,,2023-01-06,,,,16.0,,,0.0,0.0,2.54,518.16,0.6819152854511972,1,2023
32547,11428032331,12/21/2022,80.0,968.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,Low ,55.02133286v2,55.0,0.0,114.0,3.0,,2023-01-06,,,,7.0,,,0.0,0.0,3.88,372.48,0.6152066115702479,1,2023
32548,11595986716,1/5/2023,500.0,3405.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.02102434v1,10.0,0.0,2.0,1.0,,2023-01-05,,,,42.0,,,0.0,0.0,1.96,1011.36,0.702977973568282,1,2023
32549,11592028036,1/5/2023,80.0,817.6,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Low ,17.02134777v1,17.0,0.0,9.0,3.0,,2023-01-06,,,,7.0,,,0.0,0.0,3.8,364.8,0.5538160469667319,1,2023
32550,11594794277,1/5/2023,120.0,1149.6,Distributor,Existing Business,,Closed and Won,,,Email Marketing,2,,46.02106797v2,46.0,0.0,113.0,1.0,,2023-01-06,,,,10.0,,,0.0,0.0,2.23,294.36,0.7439457202505219,1,2023
32551,11569572681,1/3/2023,150.0,1387.5,Distributor,Existing Business,,Closed and Won,,,WT Strategic Partnerships,1,Low ,10.02134469v1,10.0,0.0,2.0,1.0,,2023-01-06,,,,13.0,,,0.0,0.0,1.96,329.28,0.7626810810810811,1,2023
32552,11594688656,1/5/2023,150.0,1440.0,Distributor,Existing Business,,Closed and Won,,,CommonSku,2,,55.02134983v1,55.0,0.0,114.0,3.0,,2023-01-06,,,,13.0,,,0.0,0.0,2.62,440.16,0.6943333333333332,1,2023
32553,11592176129,1/5/2023,175.0,2042.25,Direct,New Business,,Closed and Won,3D Builder,,Direct Traffic,1,High Res Preview,10.02134804v1,10.0,0.0,2.0,1.0,,2023-01-06,,,,15.0,,,0.0,0.0,1.96,376.32,0.8157326478149101,1,2023
32554,11603750485,1/6/2023,248.0,2157.6,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.0238151v5,10.0,0.0,2.0,1.0,,2023-01-19,,,,22.0,,,0.0,0.0,2.23,642.24,0.7023359288097887,1,2023
32555,11605983805,1/6/2023,120.0,1520.4,Direct,Existing Business,,Closed and Won,Portal Order,,Direct Traffic,1,,10.0296397v2,10.0,0.0,2.0,1.0,,2023-01-06,,,,10.0,,,0.0,0.0,2.23,294.36,0.8063930544593527,1,2023
32556,11592339493,1/5/2023,120.0,1520.4,Direct,Existing Business,,Payment Pending,,,Organic Search,3,,10.025977v2,10.0,0.0,2.0,3.0,,2023-01-06,,,,10.0,,,0.0,0.0,2.72,359.04,0.7638516179952645,1,2023
32557,11400923178,12/19/2022,500.0,3610.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,High Res Preview,10.02133993v5,10.0,0.0,2.0,1.0,,2023-01-09,,,,42.0,,,0.0,0.0,1.96,1011.36,0.7198448753462604,1,2023
32558,11581105492,1/4/2023,120.0,1196.4,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Low ,10.02134825v1,10.0,0.0,2.0,4.0,,2023-01-06,,,,10.0,,,0.0,0.0,2.83,407.52,0.6593781344032097,1,2023
32560,11568542540,1/3/2023,0.0,175.0,Distributor,New Business,,Closed and Won,,,ASI Connect,3,Medium ,932134985v1,93.0,2.0,120.0,10.0,44950.0,2023-01-06,Distributor,newbusiness,11568542540.0,1.0,1.8,0.0,43.2,3.6,,3.6,0.9794285714285714,1,2023
32561,11606243637,1/6/2023,300.0,2418.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,,10.02131803v3,10.0,0.0,2.0,3.0,,2023-01-10,,,,25.0,,,0.0,0.0,2.54,792.48,0.672258064516129,1,2023
32562,9346026618,6/29/2022,60.0,766.8,Distributor,New Business,,Closed and Won,,,SAGE,1,Low ,11.02102980v2,11.0,0.0,3.0,1.0,,2023-01-06,,,,5.0,,,0.0,0.0,3.33,239.76,0.6873239436619718,1,2023
32563,10968606589,11/16/2022,240.0,1766.4,Distributor,Existing Business,,Closed and Won,,,SAGE,3,High Res Preview,10.02127682v1,10.0,0.0,2.0,1.0,,2023-01-17,,,,20.0,,,0.0,0.0,1.96,493.92,0.7203804347826087,1,2023
32564,10268321648,9/21/2022,240.0,1994.4,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,3,Medium ,10.02118203v1,10.0,0.0,2.0,3.0,,2023-01-06,,,,20.0,,,0.0,0.0,2.54,640.08,0.6790613718411553,1,2023
32565,11147999811,11/29/2022,60.0,806.87,Wholesale,New Business,,Closed and Won,3D Builder,,Direct Traffic,2,High Res Preview,10.03132808v3,10.0,0.0,2.0,1.0,,2023-01-06,,,,5.0,,,0.0,0.0,2.56,184.32,0.7715617137828894,1,2023
32566,11194157162,12/2/2022,250.0,2220.0,Distributor,Existing Business,,Closed and Won,,,SAGE,3,High Res Preview,55.02132529v3,55.0,0.0,114.0,3.0,,2023-01-06,,,,21.0,,,0.0,0.0,2.62,691.68,0.6884324324324325,1,2023
32567,11577600256,1/4/2023,288.0,2119.68,Distributor,Existing Business,,Closed and Won,,,SAGE,2,Low ,10.02134827v1,10.0,0.0,2.0,3.0,,2023-01-06,,,,24.0,,,0.0,0.0,2.54,762.0,0.6405117753623188,1,2023
32569,11607177065,1/6/2023,120.0,960.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,,10.02122518v1,10.0,0.0,2.0,3.0,,2023-01-06,,,,10.0,,,0.0,0.0,2.72,359.04,0.626,1,2023
32570,11606099844,1/6/2023,120.0,990.0,Distributor,Existing Business,,Closed and Won,,,Email Marketing,1,,10.0288587v2,10.0,0.0,2.0,3.0,,2023-01-06,,,,10.0,,,0.0,0.0,2.72,359.04,0.6373333333333334,1,2023
32571,11608722339,1/6/2023,75.0,907.5,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,55.02135341v1,55.0,0.0,114.0,3.0,,2023-01-11,,,,7.0,,,0.0,0.0,3.88,372.48,0.5895537190082645,1,2023
32572,11606847638,1/6/2023,500.0,3610.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.02124122v1,10.0,0.0,2.0,3.0,,2023-01-06,,,,42.0,,,0.0,0.0,2.54,1310.64,0.6369418282548476,1,2023
32573,10642588425,10/21/2022,1000.0,7015.0,Distributor,Existing Business,,Closed and Won,,,SAGE,6,Low ,10.02134574v3,10.0,0.0,2.0,1.0,,2023-01-09,,,,84.0,,,0.0,0.0,1.96,2022.72,0.7116578759800427,1,2023
32574,11594614704,1/5/2023,120.0,1110.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Low ,10.02134911v1,10.0,0.0,2.0,3.0,,2023-01-06,,,,10.0,,,0.0,0.0,2.72,359.04,0.6765405405405406,1,2023
32575,11608378630,1/6/2023,100.0,800.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,Low ,10.02135086v2,10.0,0.0,2.0,4.0,,2023-01-09,,,,9.0,,,0.0,0.0,2.83,339.6,0.5755,1,2023
32576,11570538831,1/3/2023,200.0,1920.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Low ,55.02134494v3,55.0,0.0,114.0,1.0,,2023-01-10,,,,17.0,,,0.0,0.0,1.96,423.36,0.7795,1,2023
32577,11606308677,1/6/2023,60.0,598.2,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,1,Low ,10.02135060v1,10.0,0.0,2.0,1.0,,2023-01-11,,,,5.0,,,0.0,0.0,2.56,184.32,0.691875626880642,1,2023
32578,11609085060,1/6/2023,60.0,1017.0,Direct,Existing Business,,Closed and Won,Revision Request,,Email Marketing,1,High Res Preview,55.02135085v1,55.0,0.0,114.0,1.0,,2023-01-06,,,,5.0,,,0.0,0.0,2.56,184.32,0.8187610619469027,1,2023
32579,11331982444,12/13/2022,180.0,2591.51,Direct,Existing Business,,Closed and Won,Template Download,,Organic Search,2,Low ,12.02133787v1,12.0,0.0,4.0,4.0,,2023-01-09,,,,15.0,,,0.0,0.0,2.83,561.48,0.7833386712765916,1,2023
32581,11593743411,1/5/2023,60.0,761.24,Distributor,Existing Business,,Closed and Won,,,CommonSku,3,Low ,10.02135016v1,10.0,0.0,2.0,4.0,,2023-01-09,,,,5.0,,,0.0,0.0,2.83,203.76,0.7323314591981503,1,2023
32582,11633308800,1/9/2023,200.0,1472.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.02128622v1,10.0,0.0,2.0,1.0,,2023-01-09,,,,17.0,,,0.0,0.0,1.96,423.36,0.712391304347826,1,2023
32583,11632659129,1/9/2023,240.0,1934.4,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,1,,10.02111065v1,10.0,0.0,2.0,3.0,,2023-01-09,,,,20.0,,,0.0,0.0,2.54,640.08,0.6691066997518611,1,2023
32584,11594189152,1/5/2023,202.0,2194.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,Low ,17.02135601v1,17.0,0.0,9.0,1.0,,2023-01-11,,,,18.0,,,0.0,0.0,2.56,614.4,0.7199635369188696,1,2023
32585,11635085402,1/9/2023,140.0,2168.6,Direct,Existing Business,,Closed and Won,Reorder Button,,Organic Search,1,,10.02108840v3,10.0,0.0,2.0,1.0,,2023-01-17,,,,12.0,,,0.0,0.0,2.56,430.08,0.8016785022595223,1,2023
32586,11633648207,1/9/2023,500.0,3435.0,Distributor,Existing Business,,Closed and Won,,,Email Marketing,3,,10.02130050v1,10.0,0.0,2.0,1.0,,2023-01-18,,,,42.0,,,0.0,0.0,1.96,1011.36,0.7055720524017467,1,2023
32588,11636409741,1/9/2023,480.0,5361.6,Direct,Existing Business,,Closed and Won,Portal Order,,Pre-Hubspot Contact,1,,10.02121525v1,10.0,0.0,2.0,4.0,,2023-01-10,,,,40.0,,,0.0,0.0,2.54,1280.16,0.7612354521038497,1,2023
32589,11579716942,1/4/2023,100.0,1172.0,Distributor,Existing Business,,Closed and Won,,,Email Marketing,1,High Res Preview,10.02134629v2,10.0,0.0,2.0,1.0,,2023-01-09,,,,9.0,,,0.0,0.0,2.56,307.2,0.7378839590443685,1,2023
32590,11634015075,1/9/2023,120.0,990.0,Distributor,New Business,,Closed and Won,,,Client Referral,1,Low ,10.02135159v1,10.0,0.0,2.0,1.0,,2023-01-09,,,,10.0,,,0.0,0.0,2.23,294.36,0.7026666666666667,1,2023
32591,10699621989,10/26/2022,150.0,1350.0,Distributor,Existing Business,,Closed and Won,Intake 3.0,,Client Referral,2,High Res Preview,10.0296865v1,10.0,0.0,2.0,1.0,,2023-01-09,,,,13.0,,,0.0,0.0,1.96,329.28,0.7560888888888889,1,2023
32592,11524527777,12/30/2022,60.0,598.2,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,1,Medium ,10.02134386v3,10.0,0.0,2.0,4.0,,2023-01-13,,,,5.0,,,0.0,0.0,2.83,203.76,0.6593781344032097,1,2023
32593,11368911746,12/16/2022,240.0,1826.4,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,1,,10.0299580v2,10.0,0.0,2.0,1.0,,2023-01-09,,,,20.0,,,0.0,0.0,1.96,493.92,0.7295663600525624,1,2023
32594,11636151318,1/9/2023,60.0,688.2,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.0233373v1,10.0,0.0,2.0,1.0,,2023-01-10,,,,5.0,,,0.0,0.0,2.56,184.32,0.7321708805579774,1,2023
32595,11637593904,1/9/2023,600.0,4043.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,Client Referral,2,,10.02132937v2,10.0,0.0,2.0,1.0,,2023-01-09,,,,50.0,,,0.0,0.0,1.88,1150.56,0.7154192431362849,1,2023
32596,11503571263,12/28/2022,150.0,1750.5,Direct,New Business,,Closed and Won,Template Download,,Client Referral,2,,10.0277755v3,10.0,0.0,2.0,1.0,,2023-01-09,,,,13.0,,,0.0,0.0,1.96,329.28,0.8118937446443873,1,2023
32597,11597769613,1/5/2023,1500.0,9330.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Low ,10.0240412v1,10.0,0.0,2.0,3.0,,2023-01-09,,,,125.0,,,0.0,0.0,2.01,3039.12,0.6742636655948553,1,2023
32598,11637622394,1/9/2023,60.0,616.2,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.02111377v1,10.0,0.0,2.0,1.0,,2023-01-18,,,,5.0,,,0.0,0.0,2.56,184.32,0.7008763388510224,1,2023
32599,10780682818,11/2/2022,60.0,636.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,High ,55.02124312v1,55.0,0.0,114.0,3.0,,2023-01-09,,,,5.0,,,0.0,0.0,3.88,279.36,0.5607547169811321,1,2023
32600,11455799117,12/19/2022,180.0,1665.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Low ,10.02133970v1,10.0,0.0,2.0,1.0,,2023-01-10,,,,15.0,,,0.0,0.0,1.96,376.32,0.773981981981982,1,2023
32601,11606145117,1/6/2023,70.0,802.9,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,High Res Preview,10.02122266v1,10.0,0.0,2.0,4.0,,2023-01-10,,,,6.0,,,0.0,0.0,2.83,237.72,0.7039232781168264,1,2023
32602,11636788762,1/9/2023,250.0,1982.5,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Low ,55.02135235v1,55.0,0.0,114.0,1.0,,2023-01-12,,,,21.0,,,0.0,0.0,1.96,517.44,0.7389962168978562,1,2023
32603,10971202898,11/16/2022,400.0,3012.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,High Res Preview,55.02131010v1,55.0,0.0,114.0,3.0,,2023-01-09,,,,34.0,,,0.0,0.0,2.62,1100.4,0.6346613545816733,1,2023
32604,11510688147,12/29/2022,120.0,1196.4,Distributor,Existing Business,,Closed and Won,,,SAGE,2,Low ,10.02134145v2,10.0,0.0,2.0,3.0,,2023-01-10,,,,10.0,,,0.0,0.0,3.8,547.2,0.5426278836509528,1,2023
32605,11637669987,1/9/2023,70.0,802.9,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Low ,10.02135242v1,10.0,0.0,2.0,4.0,,2023-01-10,,,,6.0,,,0.0,0.0,2.83,237.72,0.7039232781168264,1,2023
32606,11581149748,1/4/2023,120.0,1522.8,Direct,New Business,,Closed and Won,Intake 3.0,,Organic Search,1,Low ,15.02135188v2,15.0,0.0,7.0,3.0,,2023-01-10,,,,10.0,,,0.0,0.0,3.84,506.88,0.6671394799054373,1,2023
32607,11568401169,1/3/2023,380.0,2973.15,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Medium ,10.02134530v2,10.0,0.0,2.0,3.0,,2023-01-10,,,,32.0,,,0.0,0.0,2.54,1005.84,0.6616921446950204,1,2023
32608,9870635616,8/19/2022,0.0,3675.0,Direct,Existing Business,,Closed and Won,,,Email Marketing,1,High Res Preview,932135269v1,93.0,500.0,120.0,10.0,44967.0,2023-01-10,Direct,existingbusiness,9870635616.0,42.0,1.31,0.0,675.96,655.0,,655.0,0.8217687074829932,1,2023
32609,11646973299,1/10/2023,280.0,0.0,Distributor,New Business,,Payment Pending,,,Pre-Hubspot Contact,1,,10.02124445v2,10.0,0.0,2.0,1.0,,2023-01-10,,,,24.0,,,0.0,0.0,1.96,588.0,0.0,1,2023
32610,11647045637,1/10/2023,288.0,2119.68,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.02134896v1,10.0,0.0,2.0,1.0,,2023-01-12,,,,24.0,,,0.0,0.0,1.96,588.0,0.7225996376811594,1,2023
32611,11609069847,1/6/2023,100.0,955.0,Distributor,Existing Business,,Closed and Won,,,Paid Search,1,High Res Preview,12.02135135v1,12.0,0.0,4.0,1.0,,2023-01-10,,,,9.0,,,0.0,0.0,2.23,267.6,0.7197905759162303,1,2023
32612,11647505810,1/10/2023,60.0,706.2,Distributor,Existing Business,,Closed and Won,Reorder Button,,SAGE,2,,10.02108817v1,10.0,0.0,2.0,1.0,,2023-01-10,,,,5.0,,,0.0,0.0,2.56,184.32,0.738997451146984,1,2023
32613,11647545916,1/10/2023,120.0,1110.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,Email Marketing,2,,10.0243334v1,10.0,0.0,2.0,4.0,,2023-01-10,,,,10.0,,,0.0,0.0,2.71,357.72,0.6777297297297297,1,2023
32614,11647670828,1/10/2023,0.0,2229.25,Direct,Existing Business,,Closed and Won,Portal Order,,WT Reorder,1,,932107036v1,93.0,241.0,120.0,10.0,44967.0,2023-01-10,Direct,existingbusiness,11647670828.0,21.0,1.42,0.0,374.88,342.22,,342.22,0.8464864864864865,1,2023
32615,10616941963,10/19/2022,150.0,1900.5,Direct,New Business,,Closed and Won,3D Builder,,Organic Search,1,Low ,10.02135289v8,10.0,0.0,2.0,3.0,,2023-01-17,,,,13.0,,,0.0,0.0,2.54,426.72,0.7754696132596685,1,2023
32616,9791114651,8/11/2022,60.0,616.2,Distributor,New Business,,Closed and Won,Template Download,,Organic Search,2,Low ,10.02134345v2,10.0,0.0,2.0,4.0,,2023-01-10,,,,5.0,,,0.0,0.0,2.83,203.76,0.6693281402142162,1,2023
32617,11500777910,12/28/2022,1100.0,7942.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Medium ,10.02134174v5,10.0,0.0,2.0,1.0,,2023-01-10,,,,92.0,,,0.0,0.0,1.88,2120.64,0.7329841349785949,1,2023
32618,11647961508,1/10/2023,180.0,2651.91,Direct,Existing Business,,Closed and Won,Portal Order,,Organic Search,1,,10.02113523v1,10.0,0.0,2.0,4.0,,2023-01-10,,,,15.0,,,0.0,0.0,2.83,561.48,0.7882733576931343,1,2023
32619,11646720821,1/10/2023,64.0,734.08,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,,10.0285654v1,10.0,0.0,2.0,3.0,,2023-01-10,,,,6.0,,,0.0,0.0,3.8,319.2,0.5651700087183958,1,2023
32620,11489651890,12/27/2022,120.0,1467.6,Direct,New Business,,Closed and Won,,,Direct Traffic,2,High Res Preview,55.02133911v2,55.0,0.0,114.0,1.0,,2023-01-10,,,,10.0,,,0.0,0.0,2.23,294.36,0.7994276369582992,1,2023
32621,11579571366,1/4/2023,60.0,706.2,Distributor,Existing Business,,Closed and Won,Reorder Button,,SAGE,3,,10.03135252v1,10.0,0.0,2.0,4.0,,2023-01-10,,,,5.0,,,0.0,0.0,2.83,203.76,0.7114698385726423,1,2023
32622,11608420535,1/6/2023,120.0,1080.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Low ,10.02135058v2,10.0,0.0,2.0,1.0,,2023-01-13,,,,10.0,,,0.0,0.0,2.23,294.36,0.7274444444444444,1,2023
32623,11567048862,1/3/2023,250.0,2336.15,Distributor,Existing Business,,Closed and Won,,,Email Marketing,3,Low ,10.02135089v1,10.0,0.0,2.0,1.0,,2023-01-12,,,,21.0,,,0.0,0.0,1.96,517.44,0.7785073732423003,1,2023
32624,11647805733,1/10/2023,80.0,1279.2,Direct,Existing Business,,Closed and Won,3D Builder,,Email Marketing,3,High Res Preview,10.02135350v2,10.0,0.0,2.0,4.0,,2023-01-10,,,,7.0,,,0.0,0.0,2.83,271.68,0.7876172607879924,1,2023
32625,11648601153,1/10/2023,240.0,1709.0,Distributor,Existing Business,,Closed and Won,,,Email Marketing,2,,10.02133021v2,10.0,0.0,2.0,4.0,,2023-01-10,,,,20.0,,,0.0,0.0,2.54,640.08,0.6254651843183149,1,2023
