po_number,deal_id_x,order_created,total_deal_quantity,amount_in_company_currency,client_type_x,deal_type_x,special_order_type,deal_stage,automation_tools,revisions,deal_source_ca,number_of_associated_contacts,design_difficulty,SKU,chassis,total_intl_product_quantity,mfp_product_info,vendor_id,est_ship_date,submitted_to_prod,client_type_y,deal_type_y,deal_id_y,Total SKU DZ on PO,intl_unit_cost,fixed_intl_pkg_cost,dont_use_total_intl_unit_cost,total_intl_sku_cost,cost_per_sku,total_sku_cost,gross_margin,month,year
40455,15330428735,9/26/2023,120.0,1184.4,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Low ,15.02190429v1,15.0,0.0,7.0,3.0,,2023-10-20,,,,10.0,,,0.0,0.0,3.84,506.88,0.5720364741641337,10,2023
40456,15558456957,10/11/2023,60.0,818.4,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Low ,55.02194286v1,55.0,0.0,114.0,1.0,,2023-10-18,,,,6.0,,,0.0,0.0,2.56,245.76,0.6997067448680352,10,2023
40457,15659298731,10/16/2023,150.0,1900.5,Direct,New Business,,Closed and Won,3D Builder,,Organic Search,1,,10.02194635v1,10.0,0.0,2.0,4.0,,2023-10-18,,,,13.0,,,0.0,0.0,2.54,426.72,0.7754696132596685,10,2023
40458,15495252102,10/6/2023,200.0,1800.0,Distributor,Existing Business,,Closed and Won,,,Email Marketing,2,High Res Preview,10.02192937v1,10.0,0.0,2.0,4.0,,2023-10-18,,,,17.0,,,0.0,0.0,2.54,548.64,0.6952,10,2023
40459,15686750253,10/18/2023,62.0,711.14,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,4,,10.02173337v5,10.0,0.0,2.0,3.0,,2023-10-19,,,,6.0,,,0.0,0.0,2.85,239.4,0.6633574261045645,10,2023
40461,15684018869,10/18/2023,2000.0,15215.25,Distributor,New Business,,Closed and Won,,,Email Marketing,3,Low ,17.02194966v3,17.0,0.0,9.0,3.0,,2023-10-18,,,,167.0,,,0.0,0.0,2.01,4052.16,0.7336777246512545,10,2023
40463,15686782218,10/18/2023,212.0,2235.08,Distributor,Existing Business,,Closed and Won,Reorder Button,,Email Marketing,4,,10.02184243v1,10.0,0.0,2.0,4.0,,2023-10-18,,,,19.0,,,0.0,0.0,3.25,691.2,0.6907493244089696,10,2023
40464,15686879050,10/18/2023,100.0,1147.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,Client Referral,2,,10.02181691v1,10.0,0.0,2.0,1.0,,2023-10-18,,,,9.0,,,0.0,0.0,2.56,307.2,0.7321708805579773,10,2023
40465,15653357316,10/16/2023,54.0,983.24,Distributor,New Business,,Closed and Won,,,Event in the Past Year,2,Low ,10.02194507v1,10.0,0.0,2.0,4.0,,2023-10-23,,,,5.0,,,0.0,0.0,3.25,234.0,0.7620113095480249,10,2023
40466,15687045964,10/18/2023,240.0,1934.4,Distributor,Existing Business,,Closed and Won,Portal Order,,Pre-Hubspot Contact,2,,10.0255155v1,10.0,0.0,2.0,4.0,,2023-10-18,,,,20.0,,,0.0,0.0,2.54,640.08,0.6691066997518611,10,2023
40468,15523800368,10/9/2023,120.0,1110.0,Distributor,Existing Business,,Closed and Won,Intake 4.0 Logged In,,Event Longer Than 1 Year Ago,3,High Res Preview,10.02193290v2,10.0,0.0,2.0,4.0,,2023-10-18,,,,10.0,,,0.0,0.0,2.83,373.56,0.6634594594594595,10,2023
40469,15687631441,10/18/2023,60.0,962.4,Direct,Existing Business,,Closed and Won,Reorder Button,,Email Marketing,1,,10.0243472v1,10.0,0.0,2.0,4.0,,2023-10-18,,,,5.0,,,0.0,0.0,2.83,203.76,0.7882793017456359,10,2023
40470,15679506021,10/18/2023,200.0,2907.69,Direct,New Business,,Closed and Won,3D Builder,,Direct Traffic,1,High Res Preview,10.02195037v1,10.0,0.0,2.0,1.0,,2023-10-19,,,,17.0,,,0.0,0.0,1.96,423.36,0.8543998844443527,10,2023
40471,13900161856,6/28/2023,250.0,1840.0,Distributor,Existing Business,,Closed and Won,Intake 4.0 Logged In,,SAGE,1,,10.02173219v3,10.0,0.0,2.0,1.0,,2023-10-18,,,,21.0,,,0.0,0.0,1.96,517.44,0.7187826086956521,10,2023
40473,15691266091,10/18/2023,60.0,598.2,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,2,,10.02160197v1,10.0,0.0,2.0,4.0,,2023-10-18,,,,5.0,,,0.0,0.0,2.83,203.76,0.6593781344032097,10,2023
40474,14897317655,8/30/2023,150.0,1350.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,High ,10.02184753v1,10.0,0.0,2.0,4.0,,2023-10-18,,,,13.0,,,0.0,0.0,2.54,426.72,0.6839111111111111,10,2023
40475,15558506555,10/11/2023,1000.0,7158.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,,10.04193877v1,10.0,0.0,2.0,1.0,,2023-10-19,,,,84.0,,,0.0,0.0,1.96,1884.0,0.7367979882648784,10,2023
40476,15654871412,10/16/2023,700.0,5229.0,Distributor,Existing Business,,Closed and Won,,,Email Marketing,2,Low ,10.02194749v1,10.0,0.0,2.0,1.0,,2023-10-18,,,,59.0,,,0.0,0.0,1.88,1353.6,0.7411359724612737,10,2023
40477,15671466496,10/17/2023,0.0,1327.2,Direct,New Business,,Closed and Won,Intake 4.0 Logged In,,Email Marketing,1,Low ,932195151v1,93.0,120.0,120.0,10.0,45239.0,2023-10-18,Direct,newbusiness,15671466496.0,10.0,1.8,0.0,237.6,216.0,,216.0,0.8372513562386981,10,2023
40478,15671683767,10/17/2023,120.0,1182.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Low ,55.02194815v1,55.0,0.0,114.0,1.0,,2023-10-19,,,,10.0,,,0.0,0.0,1.96,258.72,0.7811167512690355,10,2023
40479,15449110786,10/4/2023,60.0,616.2,Distributor,Existing Business,,Closed and Won,,,Email Marketing,1,Low ,10.02192184v1,10.0,0.0,2.0,3.0,,2023-10-20,,,,5.0,,,0.0,0.0,2.85,205.2,0.6669912366114898,10,2023
40481,15670447118,10/17/2023,300.0,3719.1,Direct,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,1,Low ,10.02195042v1,10.0,0.0,2.0,4.0,,2023-10-18,,,,25.0,,,0.0,0.0,2.54,792.48,0.7869161894006614,10,2023
40482,15071756201,9/8/2023,120.0,1080.0,Distributor,Existing Business,,Payment Pending,,,Pre-Hubspot Contact,3,Low ,10.02186774v1,10.0,0.0,2.0,1.0,,2023-10-19,,,,10.0,,,0.0,0.0,2.23,294.36,0.7274444444444444,10,2023
40483,15692230790,10/18/2023,60.0,688.2,Distributor,Existing Business,,Closed and Won,Reorder Button,,Email Marketing,3,,10.02123404v2,10.0,0.0,2.0,3.0,,2023-10-24,,,,5.0,,,0.0,0.0,2.85,205.2,0.7018308631211857,10,2023
40484,15692290463,10/18/2023,100.0,1147.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.0290124v3,10.0,0.0,2.0,1.0,,2023-10-18,,,,9.0,,,0.0,0.0,2.56,307.2,0.7321708805579773,10,2023
40485,15651693469,10/16/2023,200.0,2665.5,Direct,Existing Business,,Closed and Won,Portal Order,,,2,,10.02157775v1,10.0,0.0,2.0,1.0,,2023-10-19,,,,17.0,,,0.0,0.0,1.96,423.36,0.8411705120990433,10,2023
40487,15652300079,10/16/2023,120.0,1520.4,Direct,Existing Business,,Closed and Won,Portal Order,,Organic Search,2,,10.02179511v2,10.0,0.0,2.0,3.0,,2023-10-19,,,,10.0,,,0.0,0.0,2.72,359.04,0.7638516179952645,10,2023
40488,15704130640,10/19/2023,240.0,1766.4,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,3,,10.02178697v4,10.0,0.0,2.0,3.0,,2023-10-19,,,,20.0,,,0.0,0.0,2.43,612.36,0.653328804347826,10,2023
40489,15616084335,10/13/2023,240.0,1864.8,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,1,Low ,49.02194439v4,49.0,0.0,116.0,3.0,,2023-10-17,,,,20.0,,,0.0,0.0,2.36,594.72,0.681081081081081,10,2023
40490,15704328102,10/19/2023,400.0,3320.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,3,,55.02159184v2,55.0,0.0,114.0,1.0,,2023-10-20,,,,34.0,,,0.0,0.0,1.88,829.44,0.7501686746987951,10,2023
40491,15475101218,10/5/2023,101.0,1183.72,Distributor,Existing Business,,Payment Pending,,,Client Referral,2,Low ,10.02192706v1,10.0,0.0,2.0,1.0,,2023-10-19,,,,9.0,,,0.0,0.0,2.56,307.2,0.740479167370662,10,2023
40492,15704841527,10/19/2023,300.0,2326.5,Distributor,Existing Business,,Payment Pending,Reorder Button,,Client Referral,3,,55.02189588v2,55.0,0.0,114.0,3.0,,2023-10-19,,,,25.0,,,0.0,0.0,2.56,798.72,0.6566860090264346,10,2023
40493,15469080167,10/5/2023,525.0,3790.5,Distributor,New Business,,Closed and Won,,,Client Referral,3,Low ,10.02195191v1,10.0,0.0,2.0,3.0,,2023-10-19,,,,44.0,,,0.0,0.0,2.43,1312.2,0.6538187574198655,10,2023
40494,15692406289,10/18/2023,300.0,2597.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,Low ,10.01195252v2,10.0,0.0,2.0,1.0,,2023-10-19,,,,26.0,,,0.0,0.0,2.56,730.56,0.7186907970735464,10,2023
40495,15488339541,10/6/2023,78.0,894.66,Distributor,Existing Business,,Closed and Won,,,Paid Search,2,Low ,10.02195050v1,10.0,0.0,2.0,4.0,,2023-10-20,,,,7.0,,,0.0,0.0,2.83,271.68,0.6963315672993092,10,2023
40496,15502270094,10/7/2023,120.0,1574.39,Direct,New Business,,Closed and Won,Intake 4.0 Logged Out,,Organic Search,1,Medium ,10.02193377v1,10.0,0.0,2.0,1.0,,2023-10-19,,,,10.0,,,0.0,0.0,2.23,294.36,0.8130323490367699,10,2023
40497,15652142237,10/16/2023,250.0,1982.5,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,Low ,55.02194384v1,55.0,0.0,114.0,1.0,,2023-10-19,,,,21.0,,,0.0,0.0,1.88,496.32,0.7496494325346784,10,2023
40498,15655083932,10/16/2023,120.0,1858.8,Direct,Existing Business,,Closed and Won,Revision Request,,Client Referral,1,,10.02194727v1,10.0,0.0,2.0,1.0,,2023-10-19,,,,10.0,,,0.0,0.0,2.56,368.64,0.8016785022595222,10,2023
40499,15705839001,10/19/2023,350.0,3836.0,Direct,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,1,,10.02186295v3,10.0,0.0,2.0,3.0,,2023-10-19,,,,30.0,,,0.0,0.0,2.43,903.96,0.7643482794577685,10,2023
40500,15587270688,10/12/2023,0.0,1513.4,Direct,New Business,,Closed and Won,,,Email Marketing,1,Low ,932194696v1,93.0,140.0,120.0,10.0,45239.0,2023-10-19,Direct,newbusiness,15587270688.0,12.0,1.8,0.0,280.8,252.0,,252.0,0.8334875115633673,10,2023
40501,15706803998,10/19/2023,60.0,1047.28,Direct,Existing Business,,Closed and Won,Reorder Button,,Direct Traffic,2,,10.0293905v2,10.0,0.0,2.0,3.0,,2023-10-19,,,,5.0,,,0.0,0.0,2.85,205.2,0.8040638606676342,10,2023
40502,15362491813,9/28/2023,30.0,487.2,Distributor,New Business,,Closed and Won,Intake 4.0 Logged In,,Event in the Past Year,1,Low ,55.02194116v2,55.0,0.0,114.0,4.0,,2023-10-19,,,,3.0,,,0.0,0.0,3.42,164.16,0.6630541871921182,10,2023
40503,15707322451,10/19/2023,120.0,1400.4,Direct,Existing Business,,Closed and Won,Portal Order,,Organic Search,1,,10.02134887v2,10.0,0.0,2.0,1.0,,2023-10-19,,,,10.0,,,0.0,0.0,2.23,294.36,0.789802913453299,10,2023
40504,15707077221,10/19/2023,395.0,3073.1,Distributor,Existing Business,,Closed and Won,Portal Order,,Pre-Hubspot Contact,2,,10.02135709v1,10.0,0.0,2.0,3.0,,2023-10-19,,,,33.0,,,0.0,0.0,2.43,991.44,0.6773811460739969,10,2023
40505,15707038313,10/19/2023,60.0,872.4,Direct,Existing Business,,Closed and Won,Portal Order,,Organic Search,1,,10.02134881v4,10.0,0.0,2.0,1.0,,2023-10-19,,,,5.0,,,0.0,0.0,2.56,184.32,0.7887207702888582,10,2023
40506,15668565004,10/17/2023,250.0,2015.0,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,3,Low ,10.02195018v1,10.0,0.0,2.0,1.0,,2023-10-19,,,,21.0,,,0.0,0.0,1.96,517.44,0.7432059553349876,10,2023
40507,15428872473,10/3/2023,180.0,2517.9,Direct,New Business,,Closed and Won,3D Builder,,Organic Search,1,,15.02195022v1,15.0,0.0,7.0,3.0,,2023-10-19,,,,15.0,,,0.0,0.0,3.66,702.72,0.7209102823781723,10,2023
40508,15453126453,10/4/2023,1210.0,7526.2,Distributor,Existing Business,,Payment Pending,,,Client Referral,3,Low ,10.02192633v2,10.0,0.0,2.0,4.0,,2023-10-19,,,,101.0,,,0.0,0.0,2.01,2460.24,0.6731099359570567,10,2023
40509,15707257908,10/19/2023,500.0,4373.12,Distributor,Existing Business,,Closed and Won,Reorder Button,,Organic Search,2,,55.02170417v1,55.0,0.0,114.0,3.0,,2023-10-20,,,,42.0,,,0.0,0.0,2.56,1351.68,0.6909117517927703,10,2023
40510,15707444354,10/19/2023,75.0,860.25,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,2,,10.0225335v3,10.0,0.0,2.0,3.0,,2023-10-19,,,,7.0,,,0.0,0.0,2.85,273.6,0.681952920662598,10,2023
40511,15667482376,10/17/2023,30.0,458.7,Distributor,Existing Business,,Payment Pending,,,Email Marketing,2,Low ,10.02194781v1,10.0,0.0,2.0,4.0,,2023-10-19,,,,3.0,,,0.0,0.0,3.25,156.0,0.6599084368868542,10,2023
40513,15597134143,10/12/2023,1035.0,7777.65,Wholesale,Existing Business,,Closed and Won,,,Organic Search,3,,10.02185437v5,10.0,0.0,2.0,3.0,,2023-10-19,,,,87.0,,,0.0,0.0,2.43,2667.0,0.6570943665503076,10,2023
40514,15615466536,10/13/2023,802.0,5694.2,Distributor,Existing Business,,Closed and Won,,,Email Marketing,1,High Res Preview,10.02194203v1,10.0,0.0,2.0,4.0,,2023-10-20,,,,67.0,,,0.0,0.0,2.01,1640.16,0.7119595377752801,10,2023
40515,15706405963,10/19/2023,45.0,688.05,Distributor,Existing Business,,Closed and Won,Reorder Button,,Event Longer Than 1 Year Ago,2,,10.02180003v1,10.0,0.0,2.0,3.0,,2023-10-19,,,,4.0,,,0.0,0.0,3.18,190.8,0.7226945716154349,10,2023
40516,15705047128,10/19/2023,1000.0,6270.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Low ,10.02195581v2,10.0,0.0,2.0,1.0,,2023-10-20,,,,84.0,,,0.0,0.0,1.79,1825.8,0.7088038277511961,10,2023
40517,15705061549,10/19/2023,1000.0,6270.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Low ,10.02195572v2,10.0,0.0,2.0,4.0,,2023-10-20,,,,84.0,,,0.0,0.0,2.01,2050.2,0.6730143540669856,10,2023
40518,15671922739,10/17/2023,360.0,3078.0,Distributor,Existing Business,,Payment Pending,,,Client Referral,3,,17.02109148v4,17.0,0.0,9.0,1.0,,2023-10-25,,,,30.0,,,0.0,0.0,2.23,883.08,0.7130994152046783,10,2023
40519,15705368881,10/19/2023,120.0,1316.4,Distributor,Existing Business,,Payment Pending,,,Pre-Hubspot Contact,3,Low ,10.02195534v1,10.0,0.0,2.0,3.0,,2023-10-20,,,,10.0,,,0.0,0.0,2.85,410.4,0.6882406563354604,10,2023
40520,15522955635,10/9/2023,500.0,3735.0,Distributor,Existing Business,,Payment Pending,Intake 4.0 Logged In,,Pre-Hubspot Contact,2,High Res Preview,10.02193550v1,10.0,0.0,2.0,1.0,,2023-10-23,,,,42.0,,,0.0,0.0,1.96,1011.36,0.7292208835341365,10,2023
40521,15671449939,10/17/2023,0.0,1761.58,Distributor,Existing Business,,Payment Pending,Reorder Button,,CommonSku,2,,932153848v7,93.0,200.0,120.0,10.0,45240.0,2023-10-20,Distributor,existingbusiness,15671449939.0,17.0,1.8,0.0,388.8,360.0,,360.0,0.7956380067893596,10,2023
40522,15596851563,10/12/2023,0.0,1327.2,Direct,New Business,,Closed and Won,Intake 4.0 Logged Out,,Organic Search,1,Low ,932195618v1,93.0,120.0,120.0,10.0,45243.0,2023-10-19,Direct,newbusiness,15596851563.0,10.0,1.8,0.0,237.6,216.0,,216.0,0.8372513562386981,10,2023
40523,15159356029,9/14/2023,525.0,3921.75,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,3,High Res Preview,10.02195568v1,10.0,0.0,2.0,1.0,,2023-10-19,,,,44.0,,,0.0,0.0,1.96,1058.4,0.7301204819277108,10,2023
40524,15665721435,10/17/2023,120.0,1736.97,Direct,New Business,,Closed and Won,3D Builder,,Direct Traffic,1,,10.02195750v1,10.0,0.0,2.0,4.0,,2023-10-24,,,,10.0,,,0.0,0.0,2.83,373.56,0.7849358365429455,10,2023
40525,15707828028,10/19/2023,30.0,476.7,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Low ,10.02195590v1,10.0,0.0,2.0,4.0,,2023-10-20,,,,3.0,,,0.0,0.0,3.25,156.0,0.6727501573316551,10,2023
40526,15718475075,10/20/2023,120.0,960.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,3,,10.02178119v4,10.0,0.0,2.0,3.0,,2023-10-20,,,,10.0,,,0.0,0.0,2.72,359.04,0.626,10,2023
40527,15287061089,9/22/2023,120.0,1346.4,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,1,Low ,10.02190900v1,10.0,0.0,2.0,4.0,,2023-10-20,,,,10.0,,,0.0,0.0,2.83,407.52,0.6973262032085562,10,2023
40528,15718194769,10/20/2023,120.0,960.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,3,,10.02178120v4,10.0,0.0,2.0,3.0,,2023-10-20,,,,10.0,,,0.0,0.0,2.72,359.04,0.626,10,2023
40529,15719041437,10/20/2023,185.0,1665.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,Client Referral,5,,10.0271360v2,10.0,0.0,2.0,4.0,,2023-10-23,,,,16.0,,,0.0,0.0,2.54,518.16,0.6887927927927929,10,2023
40530,15556868613,10/11/2023,250.0,2015.0,Distributor,New Business,,Closed and Won,,,Email Marketing,1,High Res Preview,10.02193787v1,10.0,0.0,2.0,1.0,,2023-10-20,,,,21.0,,,0.0,0.0,1.96,517.44,0.7432059553349876,10,2023
40531,15466928241,10/5/2023,130.0,1248.0,Distributor,Existing Business,,Closed and Won,,,Email Marketing,2,High Res Preview,55.02192272v1,55.0,0.0,114.0,4.0,,2023-10-23,,,,11.0,,,0.0,0.0,3.0,432.0,0.6538461538461539,10,2023
40532,15671844868,10/17/2023,60.0,697.8,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,High Res Preview,46.02195706v1,46.0,0.0,113.0,1.0,,2023-10-20,,,,5.0,,,0.0,0.0,2.39,172.08,0.7533963886500429,10,2023
40533,15344589074,9/27/2023,100.0,1022.0,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,1,High Res Preview,10.02190700v2,10.0,0.0,2.0,3.0,,2023-10-23,,,,9.0,,,0.0,0.0,2.85,342.0,0.6653620352250489,10,2023
40534,15667497354,10/17/2023,200.0,1970.0,Distributor,New Business,,Closed and Won,,,Event Longer Than 1 Year Ago,1,Low ,55.02194699v1,55.0,0.0,114.0,1.0,,2023-10-20,,,,17.0,,,0.0,0.0,1.88,406.08,0.7938680203045686,10,2023
40536,15364767069,9/28/2023,250.0,3302.04,Direct,New Business,,Closed and Won,Intake 4.0 Logged Out,,Client Referral,2,High Res Preview,55.02191867v1,55.0,0.0,114.0,4.0,,2023-10-20,,,,22.0,,,0.0,0.0,3.0,864.0,0.7383435694298071,10,2023
40537,15722045752,10/20/2023,30.0,458.7,Distributor,New Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.0255097v1,10.0,0.0,2.0,3.0,,2023-10-20,,,,3.0,,,0.0,0.0,3.18,152.64,0.6672334859385219,10,2023
40538,14435074218,8/2/2023,30.0,463.2,Distributor,Existing Business,,Payment Pending,,,SAGE,3,Low ,55.02189920v1,55.0,0.0,114.0,4.0,,2023-10-20,,,,4.0,,,0.0,0.0,3.42,246.24,0.46839378238341967,10,2023
40539,15721004813,10/20/2023,30.0,463.2,Distributor,Existing Business,,Payment Pending,,,Client Referral,4,,55.02189920v1,55.0,0.0,114.0,4.0,,2023-10-20,,,,4.0,,,0.0,0.0,3.42,246.24,0.46839378238341967,10,2023
40540,15710272032,10/19/2023,100.0,1147.0,Distributor,Existing Business,,Closed and Won,Portal Order,,Client Referral,2,,10.0278256v1,10.0,0.0,2.0,1.0,,2023-10-20,,,,9.0,,,0.0,0.0,2.56,307.2,0.7321708805579773,10,2023
40541,15722531599,10/20/2023,160.0,1492.8,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,3,,46.0289935v1,46.0,0.0,113.0,3.0,,2023-10-20,,,,14.0,,,0.0,0.0,2.54,457.2,0.6937299035369775,10,2023
40542,12374088967,3/2/2023,60.0,591.0,Distributor,New Business,,Closed and Won,Logged-In Design Request,,Event in the Past Year,3,High Res Preview,12.02150987v1,12.0,0.0,4.0,3.0,,2023-10-20,,,,5.0,,,0.0,0.0,2.6,187.2,0.683248730964467,10,2023
40543,15666665757,10/17/2023,60.0,706.2,Distributor,Existing Business,,Closed and Won,,,WT Outbound,1,High Res Preview,10.02194908v1,10.0,0.0,2.0,3.0,,2023-10-24,,,,5.0,,,0.0,0.0,2.85,205.2,0.7094307561597282,10,2023
40544,15221529382,9/18/2023,360.0,2800.8,Distributor,Existing Business,,Closed and Won,Intake 4.0 Logged In,,Organic Search,1,Low ,10.02188096v1,10.0,0.0,2.0,1.0,,2023-10-23,,,,30.0,,,0.0,0.0,1.96,729.12,0.7396743787489289,10,2023
40545,15722704798,10/20/2023,60.0,591.0,Distributor,Existing Business,,Closed and Won,,,Email Marketing,2,,12.02151341v1,12.0,0.0,4.0,3.0,,2023-10-20,,,,5.0,,,0.0,0.0,2.6,187.2,0.683248730964467,10,2023
40546,15286761480,9/22/2023,120.0,1520.4,Direct,New Business,,Closed and Won,Intake 4.0 Logged Out,,Organic Search,1,High Res Preview,10.02189719v2,10.0,0.0,2.0,1.0,,2023-10-20,,,,10.0,,,0.0,0.0,2.23,294.36,0.8063930544593527,10,2023
40547,15720903569,10/20/2023,30.0,398.7,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,4,,10.027128v2,10.0,0.0,2.0,3.0,,2023-10-23,,,,3.0,,,0.0,0.0,3.18,152.64,0.6171557562076749,10,2023
40548,15719501371,10/20/2023,120.0,1080.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,1,Low ,10.02195799v1,10.0,0.0,2.0,1.0,,2023-10-20,,,,10.0,,,0.0,0.0,2.23,294.36,0.7274444444444444,10,2023
40550,15721641278,10/20/2023,120.0,990.0,Distributor,Existing Business,,Closed and Won,,,Intake,2,,10.02161822v1,10.0,0.0,2.0,1.0,,2023-10-20,,,,10.0,,,0.0,0.0,2.23,294.36,0.7026666666666667,10,2023
40551,15707682070,10/19/2023,30.0,458.7,Distributor,Existing Business,,Closed and Won,,,SAGE,1,Low ,10.02195700v1,10.0,0.0,2.0,4.0,,2023-10-20,,,,3.0,,,0.0,0.0,3.25,156.0,0.6599084368868542,10,2023
40553,15723219835,10/20/2023,150.0,1200.0,Distributor,Existing Business,,Closed and Won,Portal Order,,Event Longer Than 1 Year Ago,2,,10.02111244v1,10.0,0.0,2.0,1.0,,2023-10-20,,,,13.0,,,0.0,0.0,1.96,329.28,0.7256,10,2023
40554,15722612624,10/20/2023,3600.0,20628.0,Distributor,Existing Business,,Closed and Won,Portal Order,,Client Referral,2,,10.02192510v3,10.0,0.0,2.0,3.0,,2023-10-20,,,,300.0,,,0.0,0.0,1.72,6212.64,0.698824898196626,10,2023
40555,15723475870,10/20/2023,250.0,2070.0,Distributor,Existing Business,,Payment Pending,,,SAGE,2,,46.02189378v4,46.0,0.0,113.0,1.0,,2023-10-24,,,,21.0,,,0.0,0.0,1.79,472.56,0.7717101449275363,10,2023
40556,15723713464,10/20/2023,1000.0,6850.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,3,,10.02192312v1,10.0,0.0,2.0,3.0,,2023-10-20,,,,84.0,,,0.0,0.0,2.01,2050.2,0.7007007299270073,10,2023
40557,13929592897,6/30/2023,250.0,2015.0,Distributor,New Business,,Closed and Won,,,Client Referral,3,High Res Preview,10.02173874v1,10.0,0.0,2.0,3.0,,2023-10-25,,,,21.0,,,0.0,0.0,2.43,641.52,0.6816277915632755,10,2023
40558,14808470134,8/24/2023,60.0,616.2,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,1,High Res Preview,10.02183293v1,10.0,0.0,2.0,4.0,,2023-10-23,,,,5.0,,,0.0,0.0,2.83,203.76,0.6693281402142162,10,2023
40560,15722867890,10/20/2023,300.0,2272.0,Distributor,New Business,,Closed and Won,,,Client Referral,2,Low ,10.01195866v1,10.0,0.0,2.0,4.0,,2023-10-23,,,,26.0,,,0.0,0.0,2.83,888.24,0.6090492957746478,10,2023
40561,15705097582,10/19/2023,120.0,1152.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Low ,55.02195886v1,55.0,0.0,114.0,4.0,,2023-10-23,,,,10.0,,,0.0,0.0,3.0,396.0,0.65625,10,2023
40562,15597358191,10/12/2023,500.0,3530.0,Distributor,New Business,,Closed and Won,,,Event in the Past Year,1,Low ,10.02194132v1,10.0,0.0,2.0,3.0,,2023-10-25,,,,42.0,,,0.0,0.0,2.43,1253.88,0.6447932011331444,10,2023
40563,15636040545,10/15/2023,1080.0,11458.8,Direct,New Business,,Closed and Won,3D Builder,,Direct Traffic,1,Not Rated,10.02195869v1,10.0,0.0,2.0,1.0,,2023-10-22,,,,90.0,,,0.0,0.0,1.96,2187.36,0.8091109016650958,10,2023
40564,15753617583,10/23/2023,300.0,2418.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,4,,17.02178321v2,17.0,0.0,9.0,1.0,,2023-10-23,,,,25.0,,,0.0,0.0,1.96,611.52,0.7470967741935484,10,2023
40565,15666026642,10/17/2023,250.0,2837.16,Direct,New Business,,Closed and Won,Intake 4.0 Logged Out,,Organic Search,1,High Res Preview,10.02194857v1,10.0,0.0,2.0,1.0,,2023-11-03,,,,21.0,,,0.0,0.0,1.96,517.44,0.8176204373387471,11,2023
40566,15720701833,10/20/2023,60.0,516.0,Distributor,New Business,,Closed and Won,,,Client Referral,3,Low ,55.02195938v1,55.0,0.0,114.0,4.0,,2023-10-23,,,,5.0,,,0.0,0.0,3.0,216.0,0.5813953488372093,10,2023
40567,15159014301,9/14/2023,240.0,2952.08,Direct,Existing Business,,Closed and Won,,,Email Marketing,1,Low ,10.02194153v3,10.0,0.0,2.0,1.0,,2023-10-23,,,,20.0,,,0.0,0.0,2.23,588.72,0.8005745101758759,10,2023
40568,15754572129,10/23/2023,200.0,1800.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,4,,10.02106959v2,10.0,0.0,2.0,4.0,,2023-10-23,,,,17.0,,,0.0,0.0,2.54,548.64,0.6952,10,2023
